Log Date and Time Tue, 31 Mar 2009 16:21:47
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '64.2', '62.8', '64.2', 'Mon, 30 Mar 2009 21:54:29', '733496.91284070781')
(1774, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:50:15', '733497.11823937914')
(1775, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:50:25', '733497.11835526617')
(1776, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:50:35', '733497.11847096751')
(1777, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:50:45', '733497.11858685466')
(1778, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:50:55', '733497.11870255636')
(1779, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:51:05', '733497.11881825817')
(1780, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:51:15', '733497.11893414485')
(1781, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:51:25', '733497.11904984666')
(1782, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:51:35', '733497.11916554882')
(1783, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:51:45', '733497.11928124994')
(1784, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:51:55', '733497.11939713650')
(1785, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:52:05', '733497.11951283924')
(1786, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:52:15', '733497.11962854012')
(1787, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:52:25', '733497.11974424170')
(1788, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:52:35', '733497.11986012920')
(1789, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:52:45', '733497.11997583043')
(1790, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:52:55', '733497.12009153166')
(1791, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:53:05', '733497.12020723394')
(1792, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:53:15', '733497.12032312050')
(1793, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:53:25', '733497.12043882243')
(1794, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:53:35', '733497.12055452378')
(1795, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:53:45', '733497.12067022652')
(1796, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 02:53:55', '733497.12078611227')
(1797, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:54:05', '733497.12090181431')
(1798, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:54:15', '733497.12101751554')
(1799, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:54:25', '733497.12113321759')
(1800, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:54:35', '733497.12124910415')
(1801, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:54:45', '733497.12136480643')
(1802, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:54:55', '733497.12148050743')
(1803, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:55:05', '733497.12159620970')
(1804, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:55:15', '733497.12171209592')
(1805, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:55:25', '733497.12182779820')
(1806, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 02:55:35', '733497.12194368499')
(1807, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 02:55:45', '733497.12205938657')
(1808, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:55:55', '733497.12217527302')
(1809, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:56:05', '733497.12229097495')
(1810, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 02:56:15', '733497.12240686163')
(1811, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:56:25', '733497.12252256356')
(1812, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:56:35', '733497.12263845000')
(1813, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:56:45', '733497.12275415205')
(1814, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:56:55', '733497.12287003873')
(1815, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:57:05', '733497.12298574066')
(1816, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:57:15', '733497.12310162734')
(1817, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:57:25', '733497.12321732903')
(1818, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:57:35', '733497.12333321571')
(1819, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:57:45', '733497.12344891753')
(1820, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:57:55', '733497.12356480444')
(1821, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 02:58:05', '733497.12368050625')
(1822, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:58:16', '733497.12379639340')
(1823, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:58:26', '733497.12391209498')
(1824, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:58:36', '733497.12402798270')
(1825, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:58:46', '733497.12414368347')
(1826, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:58:56', '733497.12425957003')
(1827, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:59:06', '733497.12437527778')
(1828, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:59:16', '733497.12449115852')
(1829, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:59:26', '733497.12460686045')
(1830, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:59:36', '733497.12472275132')
(1831, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 02:59:46', '733497.12483845057')
(1832, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 02:59:56', '733497.12495433574')
(1833, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:00:06', '733497.12507003848')
(1834, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:00:16', '733497.12518592412')
(1835, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:00:26', '733497.12530162639')
(1836, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:00:36', '733497.12541751668')
(1837, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:00:46', '733497.12553321396')
(1838, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:00:56', '733497.12564910087')
(1839, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:01:06', '733497.12576480396')
(1840, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:01:16', '733497.12588068948')
(1841, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:01:26', '733497.12599639199')
(1842, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 03:01:36', '733497.12611227937')
(1843, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:01:46', '733497.12622797943')
(1844, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:01:56', '733497.12634386611')
(1845, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 03:02:06', '733497.12645956979')
(1846, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:02:16', '733497.12657545495')
(1847, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:02:26', '733497.12669115653')
(1848, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:02:36', '733497.12680704531')
(1849, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:02:46', '733497.12692274526')
(1850, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:02:56', '733497.12703863194')
(1851, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:03:06', '733497.12715433515')
(1852, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:03:16', '733497.12727022031')
(1853, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:03:26', '733497.12738592236')
(1854, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:03:36', '733497.12750181067')
(1855, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:03:46', '733497.12761751085')
(1856, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:03:56', '733497.12773339776')
(1857, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:04:06', '733497.12784910051')
(1858, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:04:16', '733497.12796498684')
(1859, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:04:26', '733497.12808068795')
(1860, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:04:36', '733497.12819657626')
(1861, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:04:46', '733497.12831227621')
(1862, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:04:56', '733497.12842816347')
(1863, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:05:06', '733497.12854386645')
(1864, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:05:16', '733497.12865975196')
(1865, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:05:26', '733497.12877545366')
(1866, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:05:36', '733497.12889134127')
(1867, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 03:05:46', '733497.12900704215')
(1868, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:05:56', '733497.12912292883')
(1869, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:06:06', '733497.12923863216')
(1870, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:06:16', '733497.12935451767')
(1871, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:06:26', '733497.12947021914')
(1872, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:06:36', '733497.12958610675')
(1873, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:06:46', '733497.12970185431')
(1874, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:06:56', '733497.12981769443')
(1875, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:07:06', '733497.12993339787')
(1876, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:07:16', '733497.13004928315')
(1877, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:07:26', '733497.13016498485')
(1878, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:07:36', '733497.13028087281')
(1879, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:07:46', '733497.13039657311')
(1880, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:07:56', '733497.13051246002')
(1881, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:08:06', '733497.13062820910')
(1882, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:08:16', '733497.13074404874')
(1883, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:08:26', '733497.13085975044')
(1884, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:08:36', '733497.13097563852')
(1885, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:08:46', '733497.13109138515')
(1886, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:08:56', '733497.13120704063')
(1887, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:09:06', '733497.13132292824')
(1888, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:09:16', '733497.13143881410')
(1889, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:09:26', '733497.13155456248')
(1890, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:09:36', '733497.13167040376')
(1891, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:09:46', '733497.13178610452')
(1892, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:09:56', '733497.13190180622')
(1893, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:10:06', '733497.13201774040')
(1894, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:10:16', '733497.13213339529')
(1895, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:10:26', '733497.13224928174')
(1896, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:10:36', '733497.13236498425')
(1897, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:10:46', '733497.13248091657')
(1898, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:10:56', '733497.13259657181')
(1899, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:11:06', '733497.13271245989')
(1900, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:11:16', '733497.13282820652')
(1901, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:11:26', '733497.13294409367')
(1902, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:11:36', '733497.13305974985')
(1903, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:11:46', '733497.13317563594')
(1904, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:11:56', '733497.13329138374')
(1905, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:12:06', '733497.13340727356')
(1906, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:12:16', '733497.13352292625')
(1907, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:12:26', '733497.13363881304')
(1908, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:12:36', '733497.13375456177')
(1909, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:12:46', '733497.13387044799')
(1910, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:12:56', '733497.13398610358')
(1911, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:13:06', '733497.13410199189')
(1912, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:13:16', '733497.13421773817')
(1913, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:13:26', '733497.13433362509')
(1914, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:13:36', '733497.13444932818')
(1915, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:13:46', '733497.13456516864')
(1916, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:13:56', '733497.13468091539')
(1917, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:14:06', '733497.13479680358')
(1918, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:14:16', '733497.13491250400')
(1919, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:14:26', '733497.13502834411')
(1920, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:14:36', '733497.13514409401')
(1921, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:14:46', '733497.13525997929')
(1922, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:14:56', '733497.13537568087')
(1923, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:15:06', '733497.13549152284')
(1924, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:15:16', '733497.13560726924')
(1925, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:15:26', '733497.13572315639')
(1926, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:15:36', '733497.13583886158')
(1927, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:15:46', '733497.13595469843')
(1928, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:15:56', '733497.13607044634')
(1929, '63.7', '62.4', '63.7', 'Tue, 31 Mar 2009 03:16:06', '733497.13618633419')
(1930, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:16:16', '733497.13630203484')
(1931, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:16:26', '733497.13641792280')
(1932, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:16:36', '733497.13653362484')
(1933, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:16:46', '733497.13664951036')
(1934, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:16:56', '733497.13676521252')
(1935, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:17:06', '733497.13688109966')
(1936, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:17:16', '733497.13699680066')
(1937, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:17:26', '733497.13711268746')
(1938, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:17:36', '733497.13722839020')
(1939, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 03:17:46', '733497.13734427607')
(1940, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:17:56', '733497.13745997788')
(1941, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:18:06', '733497.13757586584')
(1942, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:18:16', '733497.13769156660')
(1943, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:18:26', '733497.13780745317')
(1944, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:18:36', '733497.13792315614')
(1945, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:18:46', '733497.13803904178')
(1946, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:18:56', '733497.13815474347')
(1947, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:19:06', '733497.13827063178')
(1948, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:19:16', '733497.13838633208')
(1949, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:19:26', '733497.13850221864')
(1950, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:19:36', '733497.13861792197')
(1951, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:19:46', '733497.13873380737')
(1952, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:19:56', '733497.13884950907')
(1953, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:20:06', '733497.13896539703')
(1954, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:20:16', '733497.13908109767')
(1955, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:20:26', '733497.13919698470')
(1956, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:20:36', '733497.13931268745')
(1957, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:20:46', '733497.13942857366')
(1958, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:20:56', '733497.13954427501')
(1959, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:21:06', '733497.13966016250')
(1960, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:21:16', '733497.13977586327')
(1961, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:21:26', '733497.13989175006')
(1962, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:21:36', '733497.14000745269')
(1963, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:21:46', '733497.14012333879')
(1964, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:21:56', '733497.14023904013')
(1965, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:22:06', '733497.14035492844')
(1966, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:22:16', '733497.14047062921')
(1967, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:22:26', '733497.14058651577')
(1968, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:22:36', '733497.14070221875')
(1969, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:22:46', '733497.14081810415')
(1970, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:22:56', '733497.14093380561')
(1971, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:23:06', '733497.14104969392')
(1972, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:23:16', '733497.14116539457')
(1973, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:23:26', '733497.14128128137')
(1974, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:23:36', '733497.14139698446')
(1975, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:23:46', '733497.14151286986')
(1976, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:23:56', '733497.14162857155')
(1977, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:24:06', '733497.14174445940')
(1978, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:24:16', '733497.14186016016')
(1979, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 03:24:26', '733497.14197604742')
(1980, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:24:36', '733497.14209174982')
(1981, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:24:46', '733497.14220763557')
(1982, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:24:56', '733497.14232333889')
(1983, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:25:06', '733497.14243922639')
(1984, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:25:16', '733497.14255492575')
(1985, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:25:26', '733497.14267081302')
(1986, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:25:36', '733497.14278651576')
(1987, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:25:46', '733497.14290240116')
(1988, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:25:56', '733497.14301810262')
(1989, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:26:06', '733497.14313399175')
(1990, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:26:16', '733497.14324969170')
(1991, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:26:26', '733497.14336539339')
(1992, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:26:36', '733497.14348128182')
(1993, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:26:46', '733497.14359698177')
(1994, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:26:56', '733497.14371286880')
(1995, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:27:06', '733497.14382857177')
(1996, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:27:16', '733497.14394445717')
(1997, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:27:26', '733497.14406015875')
(1998, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:27:36', '733497.14417604683')
(1999, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:27:46', '733497.14429174713')
(2000, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:27:56', '733497.14440763427')
(2001, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:28:06', '733497.14452333725')
(2002, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:28:16', '733497.14463922253')
(2003, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:28:26', '733497.14475492458')
(2004, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:28:36', '733497.14487081231')
(2005, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:28:46', '733497.14498651307')
(2006, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:28:56', '733497.14510240010')
(2007, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:29:06', '733497.14521810284')
(2008, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:29:16', '733497.14533398824')
(2009, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:29:26', '733497.14544968994')
(2010, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:29:36', '733497.14556557802')
(2011, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:29:46', '733497.14568127866')
(2012, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:29:56', '733497.14579716546')
(2013, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:30:06', '733497.14591286855')
(2014, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:30:16', '733497.14602875418')
(2015, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:30:26', '733497.14614445565')
(2016, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:30:36', '733497.14626034349')
(2017, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:30:46', '733497.14637604437')
(2018, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:30:56', '733497.14649193175')
(2019, '63.7', '62.1', '63.7', 'Tue, 31 Mar 2009 03:31:06', '733497.14660763380')
(2020, '63.5', '62.4', '63.5', 'Tue, 31 Mar 2009 03:31:16', '733497.14672351989')
(2021, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:31:26', '733497.14683922136')
(2022, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:31:36', '733497.14695510943')
(2023, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:31:46', '733497.14707080985')
(2024, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:31:56', '733497.14718669665')
(2025, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:32:06', '733497.14730239974')
(2026, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:32:16', '733497.14741828549')
(2027, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:32:26', '733497.14753398707')
(2028, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:32:36', '733497.14764987526')
(2029, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:32:46', '733497.14776557556')
(2030, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:32:56', '733497.14788146270')
(2031, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:33:06', '733497.14799716510')
(2032, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:33:16', '733497.14811305108')
(2033, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:33:26', '733497.14822875266')
(2034, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:33:36', '733497.14834464085')
(2035, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:33:46', '733497.14846034127')
(2036, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:33:56', '733497.14857604296')
(2037, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:34:06', '733497.14869174559')
(2038, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:34:16', '733497.14880763181')
(2039, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:34:26', '733497.14892333315')
(2040, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:34:36', '733497.14903903601')
(2041, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:34:46', '733497.14915473701')
(2042, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:34:56', '733497.14927062322')
(2043, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:35:06', '733497.14938632573')
(2044, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:35:16', '733497.14950202650')
(2045, '63.5', '62.1', '63.5', 'Tue, 31 Mar 2009 03:35:26', '733497.14961772843')
