Log Date and Time Wed, 10 Oct 2012 00:44:13
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '69.3', '2084.0', '2046.6', 'Tue, 09 Oct 2012 21:59:41', '734785.91645312705')
(266, '77.2', '2076.9', '2039.9', 'Wed, 10 Oct 2012 00:12:48', '734786.00889156724')
(267, '77.2', '2077.9', '2039.2', 'Wed, 10 Oct 2012 00:13:18', '734786.00923906721')
(268, '77.2', '2077.4', '2041.4', 'Wed, 10 Oct 2012 00:13:48', '734786.00958659034')
(269, '77.5', '2078.4', '2041.7', 'Wed, 10 Oct 2012 00:14:18', '734786.00993413688')
(270, '77.5', '2079.1', '2043.2', 'Wed, 10 Oct 2012 00:14:48', '734786.01028164825')
(271, '77.7', '2080.4', '2043.4', 'Wed, 10 Oct 2012 00:15:18', '734786.01062916010')
(272, '77.9', '2079.8', '2042.2', 'Wed, 10 Oct 2012 00:15:48', '734786.01097668346')
(273, '77.9', '2080.6', '2042.2', 'Wed, 10 Oct 2012 00:16:18', '734786.01132421824')
(274, '78.1', '2080.8', '2042.4', 'Wed, 10 Oct 2012 00:16:48', '734786.01167172950')
(275, '78.1', '2079.1', '2042.4', 'Wed, 10 Oct 2012 00:17:18', '734786.01201926509')
(276, '78.1', '2079.8', '2042.4', 'Wed, 10 Oct 2012 00:17:48', '734786.01236678369')
(277, '77.9', '2080.4', '2042.2', 'Wed, 10 Oct 2012 00:18:18', '734786.01271432231')
(278, '78.1', '2080.4', '2043.1', 'Wed, 10 Oct 2012 00:18:48', '734786.01306184556')
(279, '78.1', '2080.1', '2043.1', 'Wed, 10 Oct 2012 00:19:18', '734786.01340936916')
(280, '78.1', '2080.6', '2043.9', 'Wed, 10 Oct 2012 00:19:48', '734786.01375688124')
(281, '77.9', '2081.1', '2044.4', 'Wed, 10 Oct 2012 00:20:18', '734786.01410441566')
(282, '77.9', '2081.9', '2044.4', 'Wed, 10 Oct 2012 00:20:48', '734786.01445192727')
(283, '77.7', '2083.4', '2044.1', 'Wed, 10 Oct 2012 00:21:18', '734786.01479948533')
(284, '77.5', '2082.4', '2045.4', 'Wed, 10 Oct 2012 00:21:48', '734786.01514699648')
(285, '77.5', '2082.4', '2045.4', 'Wed, 10 Oct 2012 00:22:18', '734786.01549449738')
(286, '77.5', '2083.7', '2045.4', 'Wed, 10 Oct 2012 00:22:48', '734786.01584203192')
(287, '77.5', '2084.7', '2046.2', 'Wed, 10 Oct 2012 00:23:18', '734786.01618956670')
(288, '77.5', '2085.2', '2045.4', 'Wed, 10 Oct 2012 00:23:48', '734786.01653708995')
(289, '77.7', '2085.0', '2045.6', 'Wed, 10 Oct 2012 00:24:18', '734786.01688460144')
(290, '77.7', '2086.2', '2045.6', 'Wed, 10 Oct 2012 00:24:48', '734786.01723212504')
(291, '77.7', '2086.2', '2046.4', 'Wed, 10 Oct 2012 00:25:18', '734786.01757965924')
(292, '77.5', '2086.0', '2047.7', 'Wed, 10 Oct 2012 00:25:48', '734786.01792719436')
(293, '77.5', '2086.7', '2049.2', 'Wed, 10 Oct 2012 00:26:18', '734786.01827470609')
(294, '77.5', '2086.7', '2049.2', 'Wed, 10 Oct 2012 00:26:48', '734786.01862222888')
(295, '77.5', '2086.5', '2049.9', 'Wed, 10 Oct 2012 00:27:18', '734786.01896975259')
(296, '77.5', '2087.2', '2049.9', 'Wed, 10 Oct 2012 00:27:49', '734786.01931727596')
(297, '77.5', '2088.8', '2049.9', 'Wed, 10 Oct 2012 00:28:19', '734786.01966464880')
(298, '77.5', '2088.8', '2051.4', 'Wed, 10 Oct 2012 00:28:49', '734786.02001217182')
(299, '77.2', '2089.0', '2051.2', 'Wed, 10 Oct 2012 00:29:19', '734786.02035968343')
(300, '77.0', '2089.8', '2050.9', 'Wed, 10 Oct 2012 00:29:49', '734786.02070719551')
(301, '77.0', '2090.5', '2052.4', 'Wed, 10 Oct 2012 00:30:19', '734786.02105473028')
(302, '77.0', '2089.0', '2053.2', 'Wed, 10 Oct 2012 00:30:49', '734786.02140223829')
(303, '77.0', '2091.5', '2048.7', 'Wed, 10 Oct 2012 00:31:19', '734786.02174978820')
(304, '77.0', '2092.0', '2047.2', 'Wed, 10 Oct 2012 00:31:49', '734786.02209729934')
(305, '77.0', '2091.3', '2044.2', 'Wed, 10 Oct 2012 00:32:19', '734786.02244482317')
(306, '77.0', '2092.0', '2046.5', 'Wed, 10 Oct 2012 00:32:49', '734786.02279235783')
(307, '77.0', '2093.5', '2025.5', 'Wed, 10 Oct 2012 00:33:19', '734786.02313985757')
(308, '77.0', '2093.3', '3096.1', 'Wed, 10 Oct 2012 00:33:49', '734786.02348739246')
(309, '77.2', '2093.3', '3097.4', 'Wed, 10 Oct 2012 00:34:19', '734786.02383492806')
(310, '77.0', '2093.8', '3097.1', 'Wed, 10 Oct 2012 00:34:49', '734786.02418243943')
(311, '76.8', '2093.6', '3096.8', 'Wed, 10 Oct 2012 00:35:19', '734786.02452998515')
(312, '76.8', '2093.6', '3096.8', 'Wed, 10 Oct 2012 00:35:49', '734786.02487752121')
(313, '76.5', '2094.3', '3095.5', 'Wed, 10 Oct 2012 00:36:19', '734786.02522500861')
(314, '76.3', '2095.1', '3095.1', 'Wed, 10 Oct 2012 00:36:49', '734786.02557252091')
(315, '76.3', '2095.1', '3096.1', 'Wed, 10 Oct 2012 00:37:19', '734786.02592003683')
(316, '76.1', '2096.3', '3095.8', 'Wed, 10 Oct 2012 00:37:49', '734786.02626757894')
(317, '76.3', '2096.1', '3095.1', 'Wed, 10 Oct 2012 00:38:19', '734786.02661511337')
(318, '76.3', '3096.5', '3096.1', 'Wed, 10 Oct 2012 00:38:49', '734786.02696262475')
(319, '76.5', '3081.8', '3096.5', 'Wed, 10 Oct 2012 00:39:19', '734786.02731014800')
(320, '76.8', '3082.1', '3096.8', 'Wed, 10 Oct 2012 00:39:49', '734786.02765768301')
(321, '77.0', '3082.1', '3097.1', 'Wed, 10 Oct 2012 00:40:19', '734786.02800520638')
(322, '77.2', '3082.4', '3096.4', 'Wed, 10 Oct 2012 00:40:49', '734786.02835272974')
(323, '77.7', '3082.7', '3098.1', 'Wed, 10 Oct 2012 00:41:19', '734786.02870027581')
(324, '77.9', '3082.7', '3097.4', 'Wed, 10 Oct 2012 00:41:49', '734786.02904779930')
(325, '78.3', '3083.1', '3099.0', 'Wed, 10 Oct 2012 00:42:19', '734786.02939531184')
(326, '78.6', '3083.1', '3099.3', 'Wed, 10 Oct 2012 00:42:49', '734786.02974285756')
(327, '79.0', '3082.7', '3099.0', 'Wed, 10 Oct 2012 00:43:19', '734786.03009036940')
(328, '79.2', '3082.1', '3100.3', 'Wed, 10 Oct 2012 00:43:49', '734786.03043789219')
