Log Date and Time Tue, 05 Aug 2008 08:19:22
Ambient Kiln Date Date2Num

(0, '81.27', '81.27', 'Mon, 04 Aug 2008 14:00:00', '733258.58333628008')
(2106, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:18', '733258.65646465716')
(2107, '82.62', '304.77', 'Mon, 04 Aug 2008 15:45:21', '733258.65649929049')
(2108, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:24', '733258.65653409634')
(2109, '82.62', '304.77', 'Mon, 04 Aug 2008 15:45:27', '733258.65656872955')
(2110, '82.62', '304.77', 'Mon, 04 Aug 2008 15:45:30', '733258.65660353552')
(2111, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:33', '733258.65663816873')
(2112, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:36', '733258.65667297470')
(2113, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:39', '733258.65670778148')
(2114, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:42', '733258.65674241376')
(2115, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:45', '733258.65677722066')
(2116, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:48', '733258.65681185294')
(2117, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:51', '733258.65684665996')
(2118, '82.62', '303.39', 'Mon, 04 Aug 2008 15:45:54', '733258.65688129200')
(2119, '82.62', '304.07', 'Mon, 04 Aug 2008 15:45:57', '733258.65691609890')
(2120, '82.62', '304.07', 'Mon, 04 Aug 2008 15:46:00', '733258.65695073141')
(2121, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:03', '733258.65698553820')
(2122, '82.62', '304.07', 'Mon, 04 Aug 2008 15:46:06', '733258.65702016989')
(2123, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:09', '733258.65705497679')
(2124, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:12', '733258.65708960895')
(2125, '82.62', '304.07', 'Mon, 04 Aug 2008 15:46:15', '733258.65712441585')
(2126, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:18', '733258.65715904813')
(2127, '82.62', '304.07', 'Mon, 04 Aug 2008 15:46:21', '733258.65719385503')
(2128, '82.40', '303.17', 'Mon, 04 Aug 2008 15:46:24', '733258.65722848731')
(2129, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:27', '733258.65726329410')
(2130, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:30', '733258.65729792637')
(2131, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:33', '733258.65733273351')
(2132, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:36', '733258.65736736567')
(2133, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:39', '733258.65740217245')
(2134, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:42', '733258.65743680473')
(2135, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:45', '733258.65747161151')
(2136, '82.62', '302.68', 'Mon, 04 Aug 2008 15:46:48', '733258.65750641760')
(2137, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:51', '733258.65754105034')
(2138, '82.62', '303.39', 'Mon, 04 Aug 2008 15:46:54', '733258.65757585666')
(2139, '82.62', '302.68', 'Mon, 04 Aug 2008 15:46:57', '733258.65761048929')
(2140, '82.62', '303.39', 'Mon, 04 Aug 2008 15:47:00', '733258.65764529537')
(2141, '82.62', '303.39', 'Mon, 04 Aug 2008 15:47:03', '733258.65767992858')
(2142, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:06', '733258.65771473444')
(2143, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:09', '733258.65774936753')
(2144, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:12', '733258.65778417338')
(2145, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:15', '733258.65781880624')
(2146, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:18', '733258.65785361268')
(2147, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:21', '733258.65788824530')
(2148, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:24', '733258.65792305185')
(2149, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:27', '733258.65795768448')
(2150, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:30', '733258.65799249092')
(2151, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:33', '733258.65802712436')
(2152, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:36', '733258.65806192975')
(2153, '82.62', '302.68', 'Mon, 04 Aug 2008 15:47:39', '733258.65809674852')
(2154, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:42', '733258.65813136881')
(2155, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:45', '733258.65816617559')
(2156, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:48', '733258.65820080799')
(2157, '82.62', '301.30', 'Mon, 04 Aug 2008 15:47:51', '733258.65823561477')
(2158, '82.62', '301.30', 'Mon, 04 Aug 2008 15:47:54', '733258.65827024716')
(2159, '82.62', '301.98', 'Mon, 04 Aug 2008 15:47:57', '733258.65830505395')
(2160, '82.62', '301.30', 'Mon, 04 Aug 2008 15:48:00', '733258.65833968623')
(2161, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:03', '733258.65837449313')
(2162, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:06', '733258.65840912540')
(2163, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:09', '733258.65844393219')
(2164, '82.62', '301.30', 'Mon, 04 Aug 2008 15:48:12', '733258.65847856447')
(2165, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:15', '733258.65851337125')
(2166, '82.62', '301.30', 'Mon, 04 Aug 2008 15:48:18', '733258.65854800376')
(2167, '82.62', '301.30', 'Mon, 04 Aug 2008 15:48:21', '733258.65858281020')
(2168, '82.62', '301.30', 'Mon, 04 Aug 2008 15:48:24', '733258.65861744282')
(2169, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:27', '733258.65865224903')
(2170, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:30', '733258.65868688154')
(2171, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:33', '733258.65872168879')
(2172, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:36', '733258.65875632060')
(2173, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:39', '733258.65879112738')
(2174, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:42', '733258.65882575978')
(2175, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:45', '733258.65886056656')
(2176, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:48', '733258.65889518720')
(2177, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:51', '733258.65893000574')
(2178, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:54', '733258.65896462649')
(2179, '82.62', '300.60', 'Mon, 04 Aug 2008 15:48:57', '733258.65899944492')
(2180, '82.62', '300.60', 'Mon, 04 Aug 2008 15:49:00', '733258.65903406555')
(2181, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:03', '733258.65906888398')
(2182, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:06', '733258.65910369006')
(2183, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:09', '733258.65913832316')
(2184, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:12', '733258.65917312831')
(2185, '82.62', '300.60', 'Mon, 04 Aug 2008 15:49:15', '733258.65920776117')
(2186, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:18', '733258.65924256772')
(2187, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:21', '733258.65927720035')
(2188, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:24', '733258.65931200678')
(2189, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:27', '733258.65934663941')
(2190, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:30', '733258.65938144608')
(2191, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:33', '733258.65941607929')
(2192, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:36', '733258.65945088514')
(2193, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:39', '733258.65948551823')
(2194, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:42', '733258.65952032409')
(2195, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:45', '733258.65955495695')
(2196, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:48', '733258.65958976338')
(2197, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:51', '733258.65962439601')
(2198, '82.62', '299.91', 'Mon, 04 Aug 2008 15:49:54', '733258.65965920268')
(2199, '82.62', '299.21', 'Mon, 04 Aug 2008 15:49:57', '733258.65969400888')
(2200, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:00', '733258.65972864116')
(2201, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:03', '733258.65976344759')
(2202, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:06', '733258.65979808045')
(2203, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:09', '733258.65983288654')
(2204, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:12', '733258.65986751928')
(2205, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:15', '733258.65990232560')
(2206, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:18', '733258.65993695869')
(2207, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:21', '733258.65997176501')
(2208, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:24', '733258.66000639775')
(2209, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:27', '733258.66004120396')
(2210, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:30', '733258.66007583681')
(2211, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:33', '733258.66011064325')
(2212, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:36', '733258.66014527599')
(2213, '82.62', '299.21', 'Mon, 04 Aug 2008 15:50:39', '733258.66018008231')
(2214, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:42', '733258.66021490027')
(2215, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:45', '733258.66024952102')
(2216, '82.62', '297.82', 'Mon, 04 Aug 2008 15:50:48', '733258.66028433910')
(2217, '82.62', '297.82', 'Mon, 04 Aug 2008 15:50:51', '733258.66031896020')
(2218, '82.62', '298.51', 'Mon, 04 Aug 2008 15:50:54', '733258.66035377816')
(2219, '82.62', '297.82', 'Mon, 04 Aug 2008 15:50:57', '733258.66038839915')
(2220, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:00', '733258.66042321734')
(2221, '82.62', '298.51', 'Mon, 04 Aug 2008 15:51:03', '733258.66045783856')
(2222, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:06', '733258.66049264499')
(2223, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:09', '733258.66052727751')
(2224, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:12', '733258.66056208382')
(2225, '82.62', '297.12', 'Mon, 04 Aug 2008 15:51:15', '733258.66059671727')
(2226, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:18', '733258.66063152323')
(2227, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:21', '733258.66066615644')
(2228, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:24', '733258.66070096218')
(2229, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:27', '733258.66073559539')
(2230, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:30', '733258.66077040171')
(2231, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:33', '733258.66080503457')
(2232, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:36', '733258.66083984054')
(2233, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:39', '733258.66087447305')
(2234, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:42', '733258.66090927902')
(2235, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:45', '733258.66094391234')
(2236, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:48', '733258.66097871831')
(2237, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:51', '733258.66101335152')
(2238, '82.62', '297.82', 'Mon, 04 Aug 2008 15:51:54', '733258.66104815737')
(2239, '82.62', '297.12', 'Mon, 04 Aug 2008 15:51:57', '733258.66108279058')
(2240, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:00', '733258.66111759655')
(2241, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:03', '733258.66115222988')
(2242, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:06', '733258.66118703585')
(2243, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:09', '733258.66122166894')
(2244, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:12', '733258.66125647479')
(2245, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:15', '733258.66129110812')
(2246, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:18', '733258.66132591409')
(2247, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:21', '733258.66136072099')
(2248, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:24', '733258.66139535245')
(2249, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:27', '733258.66143015947')
(2250, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:30', '733258.66146479174')
(2251, '82.62', '297.12', 'Mon, 04 Aug 2008 15:52:33', '733258.66149959876')
(2252, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:36', '733258.66153423104')
(2253, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:39', '733258.66156903782')
(2254, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:42', '733258.66160367010')
(2255, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:45', '733258.66163847689')
(2256, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:48', '733258.66167310928')
(2257, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:51', '733258.66170791618')
(2258, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:54', '733258.66174254834')
(2259, '82.62', '296.42', 'Mon, 04 Aug 2008 15:52:57', '733258.66177735524')
(2260, '82.62', '296.42', 'Mon, 04 Aug 2008 15:53:00', '733258.66181198764')
(2261, '82.62', '296.42', 'Mon, 04 Aug 2008 15:53:03', '733258.66184679454')
(2262, '82.85', '295.97', 'Mon, 04 Aug 2008 15:53:06', '733258.66188142670')
(2263, '82.62', '296.42', 'Mon, 04 Aug 2008 15:53:09', '733258.66191623290')
(2264, '82.62', '295.03', 'Mon, 04 Aug 2008 15:53:12', '733258.66195105063')
(2265, '82.62', '296.42', 'Mon, 04 Aug 2008 15:53:15', '733258.66198567208')
(2266, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:18', '733258.66202048957')
(2267, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:21', '733258.66205511137')
(2268, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:24', '733258.66208992852')
(2269, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:27', '733258.66212455044')
(2270, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:30', '733258.66215936805')
(2271, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:33', '733258.66219398961')
(2272, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:36', '733258.66222879547')
(2273, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:39', '733258.66226342879')
(2274, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:42', '733258.66229823453')
(2275, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:45', '733258.66233286785')
(2276, '82.62', '294.35', 'Mon, 04 Aug 2008 15:53:48', '733258.66236767382')
(2277, '82.62', '295.03', 'Mon, 04 Aug 2008 15:53:51', '733258.66240230715')
(2278, '82.62', '295.74', 'Mon, 04 Aug 2008 15:53:54', '733258.66243711277')
(2279, '82.62', '295.03', 'Mon, 04 Aug 2008 15:53:57', '733258.66247174586')
(2280, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:00', '733258.66250655206')
(2281, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:03', '733258.66254118492')
(2282, '82.85', '295.27', 'Mon, 04 Aug 2008 15:54:06', '733258.66257599066')
(2283, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:09', '733258.66261080909')
(2284, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:12', '733258.66264542972')
(2285, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:15', '733258.66268024826')
(2286, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:18', '733258.66271486902')
(2287, '82.62', '295.74', 'Mon, 04 Aug 2008 15:54:21', '733258.66274968733')
(2288, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:24', '733258.66278430796')
(2289, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:27', '733258.66281912662')
(2290, '82.62', '295.03', 'Mon, 04 Aug 2008 15:54:30', '733258.66285374737')
(2291, '82.85', '294.58', 'Mon, 04 Aug 2008 15:54:33', '733258.66288856580')
(2292, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:36', '733258.66292318644')
(2293, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:39', '733258.66295800486')
(2294, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:42', '733258.66299262515')
(2295, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:45', '733258.66302744392')
(2296, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:48', '733258.66306206421')
(2297, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:51', '733258.66309687099')
(2298, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:54', '733258.66313150327')
(2299, '82.62', '294.35', 'Mon, 04 Aug 2008 15:54:57', '733258.66316631041')
(2300, '82.62', '294.35', 'Mon, 04 Aug 2008 15:55:00', '733258.66320094245')
(2301, '82.62', '294.35', 'Mon, 04 Aug 2008 15:55:03', '733258.66323574958')
(2302, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:06', '733258.66327038151')
(2303, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:09', '733258.66330518853')
(2304, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:12', '733258.66333982081')
(2305, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:15', '733258.66337462759')
(2306, '82.85', '294.58', 'Mon, 04 Aug 2008 15:55:18', '733258.66340925987')
(2307, '82.62', '294.35', 'Mon, 04 Aug 2008 15:55:21', '733258.66344406677')
(2308, '82.62', '294.35', 'Mon, 04 Aug 2008 15:55:24', '733258.66347869893')
(2309, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:27', '733258.66351350548')
(2310, '82.62', '294.35', 'Mon, 04 Aug 2008 15:55:30', '733258.66354832344')
(2311, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:33', '733258.66358294454')
(2312, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:36', '733258.66361776215')
(2313, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:39', '733258.66365238361')
(2314, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:42', '733258.66368720110')
(2315, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:45', '733258.66372182267')
(2316, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:48', '733258.66375664028')
(2317, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:51', '733258.66379126208')
(2318, '82.62', '293.65', 'Mon, 04 Aug 2008 15:55:54', '733258.66382606770')
(2319, '82.62', '292.95', 'Mon, 04 Aug 2008 15:55:57', '733258.66386070114')
(2320, '82.85', '293.88', 'Mon, 04 Aug 2008 15:56:00', '733258.66389550711')
(2321, '82.62', '293.65', 'Mon, 04 Aug 2008 15:56:03', '733258.66393032565')
(2322, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:06', '733258.66396494606')
(2323, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:09', '733258.66399976460')
(2324, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:12', '733258.66403438523')
(2325, '82.62', '293.65', 'Mon, 04 Aug 2008 15:56:15', '733258.66406920378')
(2326, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:18', '733258.66410382499')
(2327, '82.62', '293.65', 'Mon, 04 Aug 2008 15:56:21', '733258.66413864237')
(2328, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:24', '733258.66417326301')
(2329, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:27', '733258.66420808143')
(2330, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:30', '733258.66424270219')
(2331, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:33', '733258.66427752073')
(2332, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:36', '733258.66431232658')
(2333, '82.62', '292.95', 'Mon, 04 Aug 2008 15:56:39', '733258.66434695967')
(2334, '82.85', '293.18', 'Mon, 04 Aug 2008 15:56:42', '733258.66438176564')
(2335, '82.62', '292.26', 'Mon, 04 Aug 2008 15:56:45', '733258.66441639885')
(2336, '82.62', '292.26', 'Mon, 04 Aug 2008 15:56:48', '733258.66445120494')
(2337, '82.62', '292.26', 'Mon, 04 Aug 2008 15:56:51', '733258.66448583803')
(2338, '82.62', '292.26', 'Mon, 04 Aug 2008 15:56:54', '733258.66452064388')
(2339, '82.62', '292.26', 'Mon, 04 Aug 2008 15:56:57', '733258.66455527709')
(2340, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:00', '733258.66459008120')
(2341, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:03', '733258.66462471650')
(2342, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:06', '733258.66465952178')
(2343, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:09', '733258.66469432914')
(2344, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:12', '733258.66472896095')
(2345, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:15', '733258.66476376774')
(2346, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:18', '733258.66479840002')
(2347, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:21', '733258.66483320680')
(2348, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:24', '733258.66486783919')
(2349, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:27', '733258.66490264609')
(2350, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:30', '733258.66493727837')
(2351, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:33', '733258.66497208527')
(2352, '82.85', '291.79', 'Mon, 04 Aug 2008 15:57:36', '733258.66500671743')
(2353, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:39', '733258.66504152433')
(2354, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:42', '733258.66507615661')
(2355, '82.62', '292.26', 'Mon, 04 Aug 2008 15:57:45', '733258.66511096340')
(2356, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:48', '733258.66514559579')
(2357, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:51', '733258.66518040223')
(2358, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:54', '733258.66521503485')
(2359, '82.62', '291.56', 'Mon, 04 Aug 2008 15:57:57', '733258.66524984129')
(2360, '82.62', '291.56', 'Mon, 04 Aug 2008 15:58:00', '733258.66528447357')
(2361, '82.62', '291.56', 'Mon, 04 Aug 2008 15:58:03', '733258.66531928058')
(2362, '82.62', '292.26', 'Mon, 04 Aug 2008 15:58:06', '733258.66535408632')
(2363, '82.62', '291.56', 'Mon, 04 Aug 2008 15:58:09', '733258.66538871953')
(2364, '82.62', '291.56', 'Mon, 04 Aug 2008 15:58:12', '733258.66542352550')
(2365, '82.85', '291.79', 'Mon, 04 Aug 2008 15:58:15', '733258.66545815859')
(2366, '82.62', '291.56', 'Mon, 04 Aug 2008 15:58:18', '733258.66549296456')
(2367, '82.62', '291.56', 'Mon, 04 Aug 2008 15:58:21', '733258.66552759777')
(2368, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:24', '733258.66556240374')
(2369, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:27', '733258.66559703695')
(2370, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:30', '733258.66563184292')
(2371, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:33', '733258.66566647054')
(2372, '82.85', '291.09', 'Mon, 04 Aug 2008 15:58:36', '733258.66570128151')
(2373, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:39', '733258.66573591577')
(2374, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:42', '733258.66577072057')
(2375, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:45', '733258.66580535332')
(2376, '82.62', '290.17', 'Mon, 04 Aug 2008 15:58:48', '733258.66584015975')
(2377, '82.62', '290.17', 'Mon, 04 Aug 2008 15:58:51', '733258.66587479250')
(2378, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:54', '733258.66590959881')
(2379, '82.62', '290.86', 'Mon, 04 Aug 2008 15:58:57', '733258.66594423156')
(2380, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:00', '733258.66597903823')
(2381, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:03', '733258.66601367132')
(2382, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:06', '733258.66604847717')
(2383, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:09', '733258.66608311050')
(2384, '82.62', '290.86', 'Mon, 04 Aug 2008 15:59:12', '733258.66611791635')
(2385, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:15', '733258.66615254956')
(2386, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:18', '733258.66618735553')
(2387, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:21', '733258.66622197733')
(2388, '82.85', '290.41', 'Mon, 04 Aug 2008 15:59:24', '733258.66625679459')
(2389, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:27', '733258.66629160149')
(2390, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:30', '733258.66632623330')
(2391, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:33', '733258.66636104032')
(2392, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:36', '733258.66639567236')
(2393, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:39', '733258.66643047915')
(2394, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:42', '733258.66646511131')
(2395, '82.62', '290.17', 'Mon, 04 Aug 2008 15:59:45', '733258.66649991844')
(2396, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:48', '733258.66653455072')
(2397, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:51', '733258.66656935751')
(2398, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:54', '733258.66660398978')
(2399, '82.62', '289.47', 'Mon, 04 Aug 2008 15:59:57', '733258.66663879668')
(2400, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:00', '733258.66667379893')
(2401, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:03', '733258.66670823598')
(2402, '82.62', '289.47', 'Mon, 04 Aug 2008 16:00:06', '733258.66674285871')
(2403, '82.62', '289.47', 'Mon, 04 Aug 2008 16:00:09', '733258.66677767492')
(2404, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:12', '733258.66681249253')
(2405, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:15', '733258.66684711375')
(2406, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:18', '733258.66688193113')
(2407, '82.62', '289.47', 'Mon, 04 Aug 2008 16:00:21', '733258.66691655281')
