Log Date and Time Wed, 03 Dec 2008 14:28:11
Ambient Kiln Date Date2Num

(0, '58.77', '277.48', 'Tue, 02 Dec 2008 14:08:28', '733378.58922143898')
(2909, '59.67', '716.76', 'Tue, 02 Dec 2008 16:33:56', '733378.69023168425')
(2910, '59.67', '717.42', 'Tue, 02 Dec 2008 16:33:59', '733378.69026630616')
(2911, '59.67', '718.77', 'Tue, 02 Dec 2008 16:34:02', '733378.69030112331')
(2912, '59.67', '718.77', 'Tue, 02 Dec 2008 16:34:05', '733378.69033574499')
(2913, '59.67', '718.11', 'Tue, 02 Dec 2008 16:34:08', '733378.69037056249')
(2914, '59.90', '717.66', 'Tue, 02 Dec 2008 16:34:11', '733378.69040518429')
(2915, '59.67', '718.11', 'Tue, 02 Dec 2008 16:34:14', '733378.69044000178')
(2916, '59.67', '720.10', 'Tue, 02 Dec 2008 16:34:17', '733378.69047462335')
(2917, '59.67', '719.44', 'Tue, 02 Dec 2008 16:34:20', '733378.69050944073')
(2918, '59.67', '720.10', 'Tue, 02 Dec 2008 16:34:23', '733378.69054406288')
(2919, '59.67', '719.44', 'Tue, 02 Dec 2008 16:34:26', '733378.69057888002')
(2920, '59.67', '718.77', 'Tue, 02 Dec 2008 16:34:29', '733378.69061350182')
(2921, '59.67', '719.44', 'Tue, 02 Dec 2008 16:34:32', '733378.69064831908')
(2922, '59.67', '720.10', 'Tue, 02 Dec 2008 16:34:35', '733378.69068294065')
(2923, '59.67', '720.77', 'Tue, 02 Dec 2008 16:34:38', '733378.69071775826')
(2924, '59.67', '720.77', 'Tue, 02 Dec 2008 16:34:41', '733378.69075256470')
(2925, '59.67', '719.44', 'Tue, 02 Dec 2008 16:34:44', '733378.69078718580')
(2926, '59.90', '720.34', 'Tue, 02 Dec 2008 16:34:47', '733378.69082200376')
(2927, '59.67', '721.45', 'Tue, 02 Dec 2008 16:34:50', '733378.69085662439')
(2928, '59.90', '721.67', 'Tue, 02 Dec 2008 16:34:53', '733378.69089144282')
(2929, '59.67', '721.45', 'Tue, 02 Dec 2008 16:34:56', '733378.69092606346')
(2930, '59.90', '721.00', 'Tue, 02 Dec 2008 16:34:59', '733378.69096088223')
(2931, '59.67', '720.77', 'Tue, 02 Dec 2008 16:35:02', '733378.69099550275')
(2932, '59.90', '722.34', 'Tue, 02 Dec 2008 16:35:05', '733378.69103032118')
(2933, '59.90', '722.34', 'Tue, 02 Dec 2008 16:35:08', '733378.69106494181')
(2934, '59.67', '722.12', 'Tue, 02 Dec 2008 16:35:11', '733378.69109976059')
(2935, '59.67', '722.12', 'Tue, 02 Dec 2008 16:35:14', '733378.69113438111')
(2936, '59.67', '722.79', 'Tue, 02 Dec 2008 16:35:17', '733378.69116919942')
(2937, '59.90', '723.69', 'Tue, 02 Dec 2008 16:35:20', '733378.69120382005')
(2938, '59.67', '722.79', 'Tue, 02 Dec 2008 16:35:23', '733378.69123863871')
(2939, '59.67', '722.12', 'Tue, 02 Dec 2008 16:35:26', '733378.69127325946')
(2940, '59.90', '723.02', 'Tue, 02 Dec 2008 16:35:29', '733378.69130807789')
(2941, '59.90', '723.69', 'Tue, 02 Dec 2008 16:35:32', '733378.69134269794')
(2942, '59.67', '723.45', 'Tue, 02 Dec 2008 16:35:35', '733378.69137750485')
(2943, '59.67', '724.80', 'Tue, 02 Dec 2008 16:35:38', '733378.69141213712')
(2944, '59.67', '724.14', 'Tue, 02 Dec 2008 16:35:41', '733378.69144694402')
(2945, '59.90', '723.69', 'Tue, 02 Dec 2008 16:35:44', '733378.69148157642')
(2946, '59.90', '723.69', 'Tue, 02 Dec 2008 16:35:47', '733378.69151638309')
(2947, '59.67', '724.80', 'Tue, 02 Dec 2008 16:35:50', '733378.69155101536')
(2948, '59.67', '726.13', 'Tue, 02 Dec 2008 16:35:53', '733378.69158582226')
(2949, '59.67', '724.80', 'Tue, 02 Dec 2008 16:35:56', '733378.69162045454')
(2950, '59.67', '724.14', 'Tue, 02 Dec 2008 16:35:59', '733378.69165526167')
(2951, '59.90', '725.02', 'Tue, 02 Dec 2008 16:36:02', '733378.69168989360')
(2952, '59.90', '726.35', 'Tue, 02 Dec 2008 16:36:05', '733378.69172470050')
(2953, '59.90', '725.68', 'Tue, 02 Dec 2008 16:36:08', '733378.69175933267')
(2954, '59.67', '724.80', 'Tue, 02 Dec 2008 16:36:11', '733378.69179413992')
(2955, '59.67', '725.47', 'Tue, 02 Dec 2008 16:36:14', '733378.69182895729')
(2956, '59.67', '726.80', 'Tue, 02 Dec 2008 16:36:17', '733378.69186357828')
(2957, '59.67', '726.80', 'Tue, 02 Dec 2008 16:36:20', '733378.69189839601')
(2958, '59.67', '726.80', 'Tue, 02 Dec 2008 16:36:23', '733378.69193301792')
(2959, '59.67', '726.13', 'Tue, 02 Dec 2008 16:36:26', '733378.69196783472')
(2960, '59.90', '727.03', 'Tue, 02 Dec 2008 16:36:29', '733378.69200245664')
(2961, '59.67', '727.48', 'Tue, 02 Dec 2008 16:36:32', '733378.69203727413')
(2962, '59.67', '726.80', 'Tue, 02 Dec 2008 16:36:35', '733378.69207189570')
(2963, '59.67', '726.80', 'Tue, 02 Dec 2008 16:36:38', '733378.69210670155')
(2964, '59.67', '727.48', 'Tue, 02 Dec 2008 16:36:41', '733378.69214133488')
(2965, '59.90', '727.70', 'Tue, 02 Dec 2008 16:36:44', '733378.69217614096')
(2966, '59.90', '729.03', 'Tue, 02 Dec 2008 16:36:47', '733378.69221077417')
(2967, '59.90', '729.03', 'Tue, 02 Dec 2008 16:36:50', '733378.69224557991')
(2968, '59.90', '728.37', 'Tue, 02 Dec 2008 16:36:53', '733378.69228021312')
(2969, '59.67', '728.15', 'Tue, 02 Dec 2008 16:36:56', '733378.69231501932')
(2970, '59.90', '729.72', 'Tue, 02 Dec 2008 16:36:59', '733378.69234965253')
(2971, '59.90', '730.38', 'Tue, 02 Dec 2008 16:37:02', '733378.69238445768')
(2972, '59.67', '728.82', 'Tue, 02 Dec 2008 16:37:05', '733378.69241909101')
(2973, '59.90', '729.03', 'Tue, 02 Dec 2008 16:37:08', '733378.69245389686')
(2974, '59.90', '729.72', 'Tue, 02 Dec 2008 16:37:11', '733378.69248853007')
(2975, '59.90', '731.05', 'Tue, 02 Dec 2008 16:37:14', '733378.69252333604')
(2976, '59.67', '730.81', 'Tue, 02 Dec 2008 16:37:17', '733378.69255796936')
(2977, '59.67', '729.48', 'Tue, 02 Dec 2008 16:37:20', '733378.69259277522')
(2978, '59.67', '729.48', 'Tue, 02 Dec 2008 16:37:23', '733378.69262740843')
(2979, '59.67', '730.81', 'Tue, 02 Dec 2008 16:37:26', '733378.69266221428')
(2980, '59.67', '731.50', 'Tue, 02 Dec 2008 16:37:29', '733378.69269684772')
(2981, '59.90', '731.71', 'Tue, 02 Dec 2008 16:37:32', '733378.69273165346')
(2982, '59.67', '730.81', 'Tue, 02 Dec 2008 16:37:35', '733378.69276628736')
(2983, '59.90', '731.05', 'Tue, 02 Dec 2008 16:37:38', '733378.69280109252')
(2984, '59.90', '731.71', 'Tue, 02 Dec 2008 16:37:41', '733378.69283571455')
(2985, '59.67', '732.16', 'Tue, 02 Dec 2008 16:37:44', '733378.69287053193')
(2986, '59.90', '731.71', 'Tue, 02 Dec 2008 16:37:47', '733378.69290533860')
(2987, '59.67', '731.50', 'Tue, 02 Dec 2008 16:37:50', '733378.69293997029')
(2988, '59.67', '732.83', 'Tue, 02 Dec 2008 16:37:53', '733378.69297477778')
(2989, '59.90', '733.05', 'Tue, 02 Dec 2008 16:37:56', '733378.69300940947')
(2990, '59.67', '732.83', 'Tue, 02 Dec 2008 16:37:59', '733378.69304421649')
(2991, '59.67', '732.16', 'Tue, 02 Dec 2008 16:38:02', '733378.69307884865')
(2992, '59.90', '732.38', 'Tue, 02 Dec 2008 16:38:05', '733378.69311365543')
(2993, '59.90', '733.05', 'Tue, 02 Dec 2008 16:38:08', '733378.69314828794')
(2994, '59.67', '733.50', 'Tue, 02 Dec 2008 16:38:11', '733378.69318309473')
(2995, '59.90', '734.40', 'Tue, 02 Dec 2008 16:38:14', '733378.69321772712')
(2996, '59.90', '733.05', 'Tue, 02 Dec 2008 16:38:17', '733378.69325253391')
(2997, '59.90', '733.71', 'Tue, 02 Dec 2008 16:38:20', '733378.69328716618')
(2998, '59.90', '735.06', 'Tue, 02 Dec 2008 16:38:23', '733378.69332197309')
(2999, '59.90', '735.06', 'Tue, 02 Dec 2008 16:38:26', '733378.69335660525')
(3000, '59.90', '733.71', 'Tue, 02 Dec 2008 16:38:29', '733378.69339141226')
(3001, '59.90', '734.40', 'Tue, 02 Dec 2008 16:38:32', '733378.69342604454')
(3002, '59.90', '736.39', 'Tue, 02 Dec 2008 16:38:35', '733378.69346085086')
(3003, '59.90', '735.73', 'Tue, 02 Dec 2008 16:38:38', '733378.69349548395')
(3004, '59.90', '735.06', 'Tue, 02 Dec 2008 16:38:41', '733378.69353028992')
(3005, '59.90', '735.06', 'Tue, 02 Dec 2008 16:38:44', '733378.69356492267')
(3006, '59.90', '736.39', 'Tue, 02 Dec 2008 16:38:47', '733378.69359972898')
(3007, '59.90', '736.39', 'Tue, 02 Dec 2008 16:38:50', '733378.69363434997')
(3008, '59.67', '734.85', 'Tue, 02 Dec 2008 16:38:53', '733378.69366916828')
(3009, '59.67', '735.51', 'Tue, 02 Dec 2008 16:38:56', '733378.69370378915')
(3010, '59.90', '737.06', 'Tue, 02 Dec 2008 16:38:59', '733378.69373860734')
(3011, '59.67', '736.18', 'Tue, 02 Dec 2008 16:39:02', '733378.69377322891')
(3012, '59.90', '735.73', 'Tue, 02 Dec 2008 16:39:05', '733378.69380804652')
(3013, '59.90', '737.06', 'Tue, 02 Dec 2008 16:39:08', '733378.69384266844')
(3014, '59.67', '737.51', 'Tue, 02 Dec 2008 16:39:11', '733378.69387748570')
(3015, '59.90', '737.06', 'Tue, 02 Dec 2008 16:39:14', '733378.69391211320')
(3016, '59.90', '736.39', 'Tue, 02 Dec 2008 16:39:17', '733378.69394692488')
(3017, '59.90', '737.06', 'Tue, 02 Dec 2008 16:39:20', '733378.69398173166')
(3018, '59.90', '738.41', 'Tue, 02 Dec 2008 16:39:23', '733378.69401636394')
(3019, '59.90', '738.41', 'Tue, 02 Dec 2008 16:39:26', '733378.69405116909')
(3020, '59.90', '737.06', 'Tue, 02 Dec 2008 16:39:29', '733378.69408580288')
(3021, '59.90', '737.74', 'Tue, 02 Dec 2008 16:39:32', '733378.69412060827')
(3022, '59.67', '738.84', 'Tue, 02 Dec 2008 16:39:35', '733378.69415524160')
(3023, '59.90', '738.41', 'Tue, 02 Dec 2008 16:39:38', '733378.69419004745')
(3024, '59.90', '738.41', 'Tue, 02 Dec 2008 16:39:41', '733378.69422468089')
(3025, '59.90', '739.74', 'Tue, 02 Dec 2008 16:39:44', '733378.69425948674')
(3026, '59.90', '739.74', 'Tue, 02 Dec 2008 16:39:47', '733378.69429411995')
(3027, '59.90', '738.41', 'Tue, 02 Dec 2008 16:39:50', '733378.69432892569')
(3028, '59.90', '739.74', 'Tue, 02 Dec 2008 16:39:53', '733378.69436354749')
(3029, '59.90', '740.41', 'Tue, 02 Dec 2008 16:39:56', '733378.69439836487')
(3030, '59.90', '739.74', 'Tue, 02 Dec 2008 16:39:59', '733378.69443298690')
(3031, '59.90', '739.74', 'Tue, 02 Dec 2008 16:40:02', '733378.69446780405')
(3032, '59.67', '740.86', 'Tue, 02 Dec 2008 16:40:05', '733378.69450242596')
(3033, '59.90', '740.41', 'Tue, 02 Dec 2008 16:40:08', '733378.69453724322')
(3034, '59.90', '739.74', 'Tue, 02 Dec 2008 16:40:11', '733378.69457186491')
(3035, '59.67', '740.86', 'Tue, 02 Dec 2008 16:40:14', '733378.69460668217')
(3036, '59.90', '741.07', 'Tue, 02 Dec 2008 16:40:17', '733378.69464130420')
(3037, '59.90', '740.41', 'Tue, 02 Dec 2008 16:40:20', '733378.69467612088')
(3038, '59.90', '741.07', 'Tue, 02 Dec 2008 16:40:23', '733378.69471074268')
(3039, '59.90', '742.41', 'Tue, 02 Dec 2008 16:40:26', '733378.69474556006')
(3040, '59.90', '741.74', 'Tue, 02 Dec 2008 16:40:29', '733378.69478018198')
(3041, '59.90', '741.74', 'Tue, 02 Dec 2008 16:40:32', '733378.69481499912')
(3042, '59.90', '742.41', 'Tue, 02 Dec 2008 16:40:35', '733378.69484962092')
(3043, '59.90', '742.41', 'Tue, 02 Dec 2008 16:40:38', '733378.69488443842')
(3044, '59.90', '743.09', 'Tue, 02 Dec 2008 16:40:41', '733378.69491906022')
(3045, '59.90', '741.74', 'Tue, 02 Dec 2008 16:40:44', '733378.69495387760')
(3046, '59.67', '741.52', 'Tue, 02 Dec 2008 16:40:47', '733378.69498850126')
(3047, '59.90', '743.76', 'Tue, 02 Dec 2008 16:40:50', '733378.69502331677')
(3048, '59.90', '743.09', 'Tue, 02 Dec 2008 16:40:53', '733378.69505812367')
(3049, '59.90', '742.41', 'Tue, 02 Dec 2008 16:40:56', '733378.69509275584')
(3050, '59.90', '743.09', 'Tue, 02 Dec 2008 16:40:59', '733378.69512756239')
(3051, '59.90', '744.42', 'Tue, 02 Dec 2008 16:41:02', '733378.69516218349')
(3052, '59.90', '744.42', 'Tue, 02 Dec 2008 16:41:05', '733378.69519700145')
(3053, '59.90', '743.09', 'Tue, 02 Dec 2008 16:41:08', '733378.69523162185')
(3054, '59.90', '743.09', 'Tue, 02 Dec 2008 16:41:11', '733378.69526644051')
(3055, '59.67', '744.19', 'Tue, 02 Dec 2008 16:41:14', '733378.69530106126')
(3056, '59.67', '744.85', 'Tue, 02 Dec 2008 16:41:17', '733378.69533587981')
(3057, '59.90', '743.76', 'Tue, 02 Dec 2008 16:41:20', '733378.69537050021')
(3058, '59.90', '744.42', 'Tue, 02 Dec 2008 16:41:23', '733378.69540531887')
(3059, '59.90', '745.75', 'Tue, 02 Dec 2008 16:41:26', '733378.69543993927')
(3060, '59.90', '745.09', 'Tue, 02 Dec 2008 16:41:29', '733378.69547475816')
(3061, '59.90', '744.42', 'Tue, 02 Dec 2008 16:41:32', '733378.69550937845')
(3062, '59.90', '744.42', 'Tue, 02 Dec 2008 16:41:35', '733378.69554419734')
(3063, '59.90', '746.42', 'Tue, 02 Dec 2008 16:41:38', '733378.69557881774')
(3064, '59.90', '745.75', 'Tue, 02 Dec 2008 16:41:41', '733378.69561362476')
(3065, '59.90', '745.09', 'Tue, 02 Dec 2008 16:41:44', '733378.69564825657')
(3066, '59.90', '745.75', 'Tue, 02 Dec 2008 16:41:47', '733378.69568306382')
(3067, '59.90', '746.42', 'Tue, 02 Dec 2008 16:41:50', '733378.69571769552')
(3068, '59.90', '746.42', 'Tue, 02 Dec 2008 16:41:53', '733378.69575250242')
(3069, '59.90', '747.09', 'Tue, 02 Dec 2008 16:41:56', '733378.69578713458')
(3070, '59.90', '746.42', 'Tue, 02 Dec 2008 16:41:59', '733378.69582194160')
(3071, '59.90', '745.75', 'Tue, 02 Dec 2008 16:42:02', '733378.69585657376')
(3072, '59.90', '747.75', 'Tue, 02 Dec 2008 16:42:05', '733378.69589138078')
(3073, '59.90', '747.75', 'Tue, 02 Dec 2008 16:42:08', '733378.69592601282')
(3074, '59.90', '746.42', 'Tue, 02 Dec 2008 16:42:11', '733378.69596081984')
(3075, '59.90', '746.42', 'Tue, 02 Dec 2008 16:42:14', '733378.69599545223')
(3076, '59.90', '748.42', 'Tue, 02 Dec 2008 16:42:17', '733378.69603025902')
(3077, '59.90', '748.42', 'Tue, 02 Dec 2008 16:42:20', '733378.69606489106')
(3078, '59.90', '747.75', 'Tue, 02 Dec 2008 16:42:23', '733378.69609969831')
(3079, '59.90', '747.09', 'Tue, 02 Dec 2008 16:42:26', '733378.69613451557')
(3080, '59.90', '749.10', 'Tue, 02 Dec 2008 16:42:29', '733378.69616913737')
(3081, '59.90', '749.10', 'Tue, 02 Dec 2008 16:42:32', '733378.69620395417')
(3082, '59.90', '748.42', 'Tue, 02 Dec 2008 16:42:35', '733378.69623857597')
(3083, '59.90', '748.42', 'Tue, 02 Dec 2008 16:42:38', '733378.69627339323')
(3084, '59.90', '749.10', 'Tue, 02 Dec 2008 16:42:41', '733378.69630801503')
(3085, '59.90', '750.43', 'Tue, 02 Dec 2008 16:42:44', '733378.69634282100')
(3086, '59.90', '748.42', 'Tue, 02 Dec 2008 16:42:47', '733378.69637745433')
(3087, '59.90', '749.10', 'Tue, 02 Dec 2008 16:42:50', '733378.69641226006')
(3088, '59.90', '750.43', 'Tue, 02 Dec 2008 16:42:53', '733378.69644689339')
(3089, '59.90', '750.43', 'Tue, 02 Dec 2008 16:42:56', '733378.69648169912')
(3090, '59.90', '749.77', 'Tue, 02 Dec 2008 16:42:59', '733378.69651633280')
(3091, '59.90', '749.77', 'Tue, 02 Dec 2008 16:43:02', '733378.69655113830')
(3092, '59.90', '749.77', 'Tue, 02 Dec 2008 16:43:05', '733378.69658577163')
(3093, '59.90', '751.10', 'Tue, 02 Dec 2008 16:43:08', '733378.69662057736')
(3094, '59.90', '751.10', 'Tue, 02 Dec 2008 16:43:11', '733378.69665521092')
(3095, '59.90', '750.43', 'Tue, 02 Dec 2008 16:43:14', '733378.69669001643')
(3096, '59.90', '751.10', 'Tue, 02 Dec 2008 16:43:17', '733378.69672464998')
(3097, '59.90', '752.43', 'Tue, 02 Dec 2008 16:43:20', '733378.69675945526')
(3098, '59.90', '751.77', 'Tue, 02 Dec 2008 16:43:23', '733378.69679408858')
(3099, '59.90', '750.43', 'Tue, 02 Dec 2008 16:43:26', '733378.69682889432')
(3100, '59.90', '752.43', 'Tue, 02 Dec 2008 16:43:29', '733378.69686352788')
(3101, '59.90', '752.43', 'Tue, 02 Dec 2008 16:43:32', '733378.69689833361')
(3102, '59.90', '751.77', 'Tue, 02 Dec 2008 16:43:35', '733378.69693295530')
(3103, '59.90', '751.10', 'Tue, 02 Dec 2008 16:43:38', '733378.69696777256')
(3104, '59.90', '753.10', 'Tue, 02 Dec 2008 16:43:41', '733378.69700239447')
(3105, '59.90', '753.10', 'Tue, 02 Dec 2008 16:43:44', '733378.69703721208')
(3106, '59.90', '751.77', 'Tue, 02 Dec 2008 16:43:47', '733378.69707183365')
(3107, '59.90', '752.43', 'Tue, 02 Dec 2008 16:43:50', '733378.69710665091')
(3108, '59.90', '753.76', 'Tue, 02 Dec 2008 16:43:53', '733378.69714127271')
(3109, '59.90', '753.10', 'Tue, 02 Dec 2008 16:43:56', '733378.69717609009')
(3110, '59.90', '752.43', 'Tue, 02 Dec 2008 16:43:59', '733378.69721089699')
(3111, '59.90', '753.76', 'Tue, 02 Dec 2008 16:44:02', '733378.69724552927')
(3112, '59.90', '753.76', 'Tue, 02 Dec 2008 16:44:05', '733378.69728033559')
(3113, '59.90', '753.10', 'Tue, 02 Dec 2008 16:44:08', '733378.69731496787')
(3114, '59.90', '753.10', 'Tue, 02 Dec 2008 16:44:11', '733378.69734977488')
(3115, '59.90', '755.10', 'Tue, 02 Dec 2008 16:44:14', '733378.69738440716')
(3116, '59.90', '755.10', 'Tue, 02 Dec 2008 16:44:17', '733378.69741921395')
(3117, '59.90', '753.76', 'Tue, 02 Dec 2008 16:44:20', '733378.69745384611')
(3118, '59.90', '753.76', 'Tue, 02 Dec 2008 16:44:23', '733378.69748865312')
(3119, '59.90', '755.10', 'Tue, 02 Dec 2008 16:44:26', '733378.69752328517')
(3120, '59.90', '755.10', 'Tue, 02 Dec 2008 16:44:29', '733378.69755809242')
(3121, '59.90', '754.43', 'Tue, 02 Dec 2008 16:44:32', '733378.69759271294')
(3122, '59.90', '755.10', 'Tue, 02 Dec 2008 16:44:35', '733378.69762753136')
(3123, '59.90', '756.45', 'Tue, 02 Dec 2008 16:44:38', '733378.69766215200')
(3124, '59.90', '755.76', 'Tue, 02 Dec 2008 16:44:41', '733378.69769697054')
(3125, '59.90', '755.10', 'Tue, 02 Dec 2008 16:44:44', '733378.69773159153')
(3126, '59.90', '756.45', 'Tue, 02 Dec 2008 16:44:47', '733378.69776641007')
(3127, '59.90', '757.11', 'Tue, 02 Dec 2008 16:44:50', '733378.69780103036')
(3128, '59.90', '755.76', 'Tue, 02 Dec 2008 16:44:53', '733378.69783584855')
(3129, '59.90', '755.76', 'Tue, 02 Dec 2008 16:44:56', '733378.69787046895')
(3130, '59.90', '757.78', 'Tue, 02 Dec 2008 16:44:59', '733378.69790528761')
(3131, '59.90', '757.78', 'Tue, 02 Dec 2008 16:45:02', '733378.69793990802')
(3132, '59.90', '756.45', 'Tue, 02 Dec 2008 16:45:05', '733378.69797472667')
(3133, '59.90', '757.78', 'Tue, 02 Dec 2008 16:45:08', '733378.69800934731')
(3134, '59.90', '759.11', 'Tue, 02 Dec 2008 16:45:11', '733378.69804416585')
(3135, '59.90', '757.11', 'Tue, 02 Dec 2008 16:45:14', '733378.69807878649')
(3136, '59.90', '757.11', 'Tue, 02 Dec 2008 16:45:17', '733378.69811360503')
(3137, '59.90', '758.44', 'Tue, 02 Dec 2008 16:45:20', '733378.69814822567')
(3138, '59.90', '759.11', 'Tue, 02 Dec 2008 16:45:23', '733378.69818303245')
(3139, '59.90', '757.78', 'Tue, 02 Dec 2008 16:45:26', '733378.69821766485')
(3140, '59.90', '757.78', 'Tue, 02 Dec 2008 16:45:29', '733378.69825247163')
(3141, '59.90', '757.78', 'Tue, 02 Dec 2008 16:45:32', '733378.69828728901')
(3142, '59.90', '759.11', 'Tue, 02 Dec 2008 16:45:35', '733378.69832191034')
(3143, '59.90', '759.78', 'Tue, 02 Dec 2008 16:45:38', '733378.69835672772')
(3144, '59.90', '759.78', 'Tue, 02 Dec 2008 16:45:41', '733378.69839134964')
(3145, '59.90', '759.11', 'Tue, 02 Dec 2008 16:45:44', '733378.69842616690')
(3146, '59.90', '759.78', 'Tue, 02 Dec 2008 16:45:47', '733378.69846078870')
(3147, '59.90', '760.44', 'Tue, 02 Dec 2008 16:45:50', '733378.69849560596')
(3148, '59.90', '761.11', 'Tue, 02 Dec 2008 16:45:53', '733378.69853022788')
(3149, '59.90', '759.78', 'Tue, 02 Dec 2008 16:45:56', '733378.69856504502')
(3150, '59.90', '759.78', 'Tue, 02 Dec 2008 16:45:59', '733378.69859966706')
(3151, '59.90', '760.44', 'Tue, 02 Dec 2008 16:46:02', '733378.69863447268')
(3152, '59.90', '761.11', 'Tue, 02 Dec 2008 16:46:05', '733378.69866910612')
(3153, '59.90', '761.77', 'Tue, 02 Dec 2008 16:46:08', '733378.69870391174')
(3154, '59.90', '761.11', 'Tue, 02 Dec 2008 16:46:11', '733378.69873854541')
(3155, '59.90', '760.44', 'Tue, 02 Dec 2008 16:46:14', '733378.69877335127')
(3156, '59.90', '760.44', 'Tue, 02 Dec 2008 16:46:17', '733378.69880798459')
(3157, '59.90', '761.11', 'Tue, 02 Dec 2008 16:46:20', '733378.69884278998')
(3158, '59.90', '761.77', 'Tue, 02 Dec 2008 16:46:23', '733378.69887742330')
(3159, '59.90', '762.44', 'Tue, 02 Dec 2008 16:46:26', '733378.69891222881')
(3160, '59.90', '762.44', 'Tue, 02 Dec 2008 16:46:29', '733378.69894686225')
(3161, '59.90', '761.77', 'Tue, 02 Dec 2008 16:46:32', '733378.69898166775')
(3162, '59.90', '761.77', 'Tue, 02 Dec 2008 16:46:35', '733378.69901630119')
(3163, '59.90', '762.44', 'Tue, 02 Dec 2008 16:46:38', '733378.69905110705')
(3164, '59.90', '761.77', 'Tue, 02 Dec 2008 16:46:41', '733378.69908574049')
(3165, '59.90', '761.77', 'Tue, 02 Dec 2008 16:46:44', '733378.69912054623')
(3166, '59.90', '762.44', 'Tue, 02 Dec 2008 16:46:47', '733378.69915517955')
(3167, '59.90', '763.77', 'Tue, 02 Dec 2008 16:46:50', '733378.69918998540')
(3168, '59.90', '764.44', 'Tue, 02 Dec 2008 16:46:53', '733378.69922461873')
(3169, '59.90', '763.77', 'Tue, 02 Dec 2008 16:46:56', '733378.69925942447')
(3170, '59.90', '763.77', 'Tue, 02 Dec 2008 16:46:59', '733378.69929405791')
(3171, '59.90', '763.11', 'Tue, 02 Dec 2008 16:47:02', '733378.69932886364')
(3172, '59.90', '763.77', 'Tue, 02 Dec 2008 16:47:05', '733378.69936368219')
(3173, '59.90', '764.44', 'Tue, 02 Dec 2008 16:47:08', '733378.69939830224')
(3174, '59.90', '765.10', 'Tue, 02 Dec 2008 16:47:11', '733378.69943310937')
(3175, '59.90', '764.44', 'Tue, 02 Dec 2008 16:47:14', '733378.69946774165')
(3176, '59.90', '764.44', 'Tue, 02 Dec 2008 16:47:17', '733378.69950254832')
(3177, '59.90', '763.77', 'Tue, 02 Dec 2008 16:47:20', '733378.69953718048')
(3178, '59.90', '764.44', 'Tue, 02 Dec 2008 16:47:23', '733378.69957198738')
(3179, '59.90', '765.77', 'Tue, 02 Dec 2008 16:47:26', '733378.69960661978')
(3180, '59.90', '766.44', 'Tue, 02 Dec 2008 16:47:29', '733378.69964142679')
(3181, '59.90', '765.77', 'Tue, 02 Dec 2008 16:47:32', '733378.69967605884')
(3182, '59.90', '765.10', 'Tue, 02 Dec 2008 16:47:35', '733378.69971086585')
(3183, '59.90', '765.10', 'Tue, 02 Dec 2008 16:47:38', '733378.69974549802')
(3184, '59.90', '765.77', 'Tue, 02 Dec 2008 16:47:41', '733378.69978030492')
(3185, '59.90', '767.10', 'Tue, 02 Dec 2008 16:47:44', '733378.69981493743')
(3186, '59.90', '766.44', 'Tue, 02 Dec 2008 16:47:47', '733378.69984974421')
(3187, '59.90', '767.10', 'Tue, 02 Dec 2008 16:47:50', '733378.69988437637')
(3188, '59.90', '767.10', 'Tue, 02 Dec 2008 16:47:53', '733378.69991918292')
(3189, '59.90', '765.77', 'Tue, 02 Dec 2008 16:47:56', '733378.69995381555')
(3190, '59.90', '765.77', 'Tue, 02 Dec 2008 16:47:59', '733378.69998862210')
(3191, '59.90', '766.44', 'Tue, 02 Dec 2008 16:48:02', '733378.70002325403')
(3192, '59.90', '767.77', 'Tue, 02 Dec 2008 16:48:05', '733378.70005806105')
(3193, '59.90', '767.77', 'Tue, 02 Dec 2008 16:48:08', '733378.70009269309')
(3194, '59.90', '767.77', 'Tue, 02 Dec 2008 16:48:11', '733378.70012750023')
(3195, '59.90', '767.10', 'Tue, 02 Dec 2008 16:48:14', '733378.70016213250')
(3196, '59.90', '766.44', 'Tue, 02 Dec 2008 16:48:17', '733378.70019693929')
(3197, '59.90', '767.77', 'Tue, 02 Dec 2008 16:48:20', '733378.70023155981')
(3198, '59.90', '769.10', 'Tue, 02 Dec 2008 16:48:23', '733378.70026637847')
(3199, '59.90', '769.10', 'Tue, 02 Dec 2008 16:48:26', '733378.70030099899')
(3200, '59.90', '768.43', 'Tue, 02 Dec 2008 16:48:29', '733378.70033581764')
(3201, '59.90', '767.77', 'Tue, 02 Dec 2008 16:48:32', '733378.70037043851')
(3202, '59.90', '767.77', 'Tue, 02 Dec 2008 16:48:35', '733378.70040525659')
(3203, '59.90', '768.43', 'Tue, 02 Dec 2008 16:48:38', '733378.70044006268')
(3204, '59.90', '769.77', 'Tue, 02 Dec 2008 16:48:41', '733378.70047469600')
(3205, '59.90', '769.77', 'Tue, 02 Dec 2008 16:48:44', '733378.70050950116')
(3206, '59.90', '769.10', 'Tue, 02 Dec 2008 16:48:47', '733378.70054413471')
(3207, '59.90', '768.43', 'Tue, 02 Dec 2008 16:48:50', '733378.70057894022')
(3208, '59.90', '769.10', 'Tue, 02 Dec 2008 16:48:53', '733378.70061357378')
(3209, '59.90', '769.10', 'Tue, 02 Dec 2008 16:48:56', '733378.70064837928')
(3210, '59.90', '770.43', 'Tue, 02 Dec 2008 16:48:59', '733378.70068301319')
