Log Date and Time Sun, 01 Aug 2010 06:43:55
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '1034.1', '32.0', 'Sat, 31 Jul 2010 21:24:46', '733984.89220804733')
(272, '32.0', '1269.2', '32.0', 'Sat, 31 Jul 2010 23:40:47', '733984.98666453548')
(273, '32.0', '1271.9', '32.0', 'Sat, 31 Jul 2010 23:41:17', '733984.98701171088')
(274, '32.0', '1275.7', '32.0', 'Sat, 31 Jul 2010 23:41:47', '733984.98735907208')
(275, '32.0', '1285.6', '32.0', 'Sat, 31 Jul 2010 23:42:17', '733984.98770624783')
(276, '32.0', '1338.9', '32.0', 'Sat, 31 Jul 2010 23:42:47', '733984.98805360962')
(277, '32.0', '1356.7', '32.0', 'Sat, 31 Jul 2010 23:43:17', '733984.98840078549')
(278, '32.0', '1319.1', '32.0', 'Sat, 31 Jul 2010 23:43:47', '733984.98874814564')
(279, '32.0', '1266.1', '32.0', 'Sat, 31 Jul 2010 23:44:17', '733984.98909532162')
(280, '32.0', '1228.3', '32.0', 'Sat, 31 Jul 2010 23:44:47', '733984.98944268271')
(281, '32.0', '1281.7', '32.0', 'Sat, 31 Jul 2010 23:45:17', '733984.98978985858')
(282, '32.0', '1342.3', '32.0', 'Sat, 31 Jul 2010 23:45:47', '733984.99013721943')
(283, '32.0', '1320.9', '32.0', 'Sat, 31 Jul 2010 23:46:17', '733984.99048439611')
(284, '32.0', '1282.2', '32.0', 'Sat, 31 Jul 2010 23:46:47', '733984.99083175731')
(285, '32.0', '1238.2', '32.0', 'Sat, 31 Jul 2010 23:47:17', '733984.99117893341')
(286, '32.0', '1206.5', '32.0', 'Sat, 31 Jul 2010 23:47:47', '733984.99152629427')
(287, '32.0', '1242.5', '32.0', 'Sat, 31 Jul 2010 23:48:17', '733984.99187347025')
(288, '32.0', '1319.8', '32.0', 'Sat, 31 Jul 2010 23:48:47', '733984.99222085113')
(289, '32.0', '1316.2', '32.0', 'Sat, 31 Jul 2010 23:49:17', '733984.99256796110')
(290, '32.0', '1305.6', '32.0', 'Sat, 31 Jul 2010 23:49:47', '733984.99291532219')
(291, '32.0', '1276.8', '32.0', 'Sat, 31 Jul 2010 23:50:17', '733984.99326254427')
(292, '32.0', '1258.7', '32.0', 'Sat, 31 Jul 2010 23:50:47', '733984.99360985879')
(293, '32.0', '1366.6', '32.0', 'Sat, 31 Jul 2010 23:51:17', '733984.99395703513')
(294, '32.0', '1379.5', '32.0', 'Sat, 31 Jul 2010 23:51:47', '733984.99430439610')
(295, '32.0', '1359.6', '32.0', 'Sat, 31 Jul 2010 23:52:17', '733984.99465157220')
(296, '32.0', '1318.9', '32.0', 'Sat, 31 Jul 2010 23:52:47', '733984.99499893317')
(297, '32.0', '1282.2', '32.0', 'Sat, 31 Jul 2010 23:53:17', '733984.99534610915')
(298, '32.0', '1245.8', '32.0', 'Sat, 31 Jul 2010 23:53:47', '733984.99569347047')
(299, '32.0', '1221.2', '32.0', 'Sat, 31 Jul 2010 23:54:17', '733984.99604064610')
(300, '32.0', '1195.0', '32.0', 'Sat, 31 Jul 2010 23:54:47', '733984.99638796051')
(301, '32.0', '1173.3', '32.0', 'Sat, 31 Jul 2010 23:55:17', '733984.99673513684')
(302, '32.0', '1146.1', '32.0', 'Sat, 31 Jul 2010 23:55:47', '733984.99708249781')
(303, '32.0', '1123.5', '32.0', 'Sat, 31 Jul 2010 23:56:17', '733984.99742985913')
(304, '32.0', '1261.7', '32.0', 'Sat, 31 Jul 2010 23:56:47', '733984.99777703511')
(305, '32.0', '1300.3', '32.0', 'Sat, 31 Jul 2010 23:57:17', '733984.99812439608')
(306, '32.0', '1317.6', '32.0', 'Sat, 31 Jul 2010 23:57:47', '733984.99847157206')
(307, '32.0', '1329.1', '32.0', 'Sat, 31 Jul 2010 23:58:17', '733984.99881893292')
(308, '32.0', '1286.5', '32.0', 'Sat, 31 Jul 2010 23:58:47', '733984.99916610890')
(309, '32.0', '1266.4', '32.0', 'Sat, 31 Jul 2010 23:59:17', '733984.99951347033')
(310, '32.0', '1240.3', '32.0', 'Sat, 31 Jul 2010 23:59:47', '733984.99986064620')
(311, '32.0', '1211.6', '32.0', 'Sun, 01 Aug 2010 00:00:17', '733985.00020800740')
(312, '32.0', '1184.4', '32.0', 'Sun, 01 Aug 2010 00:00:47', '733985.00055518351')
(313, '32.0', '1182.2', '32.0', 'Sun, 01 Aug 2010 00:01:17', '733985.00090254447')
(314, '32.0', '1317.2', '32.0', 'Sun, 01 Aug 2010 00:01:48', '733985.00125027576')
(315, '32.0', '1356.8', '32.0', 'Sun, 01 Aug 2010 00:02:17', '733985.00159708143')
(316, '32.0', '1366.9', '32.0', 'Sun, 01 Aug 2010 00:02:47', '733985.00194425706')
(317, '32.0', '1354.3', '32.0', 'Sun, 01 Aug 2010 00:03:17', '733985.00229161826')
(318, '32.0', '1332.0', '32.0', 'Sun, 01 Aug 2010 00:03:47', '733985.00263874768')
(319, '32.0', '1300.8', '32.0', 'Sun, 01 Aug 2010 00:04:17', '733985.00298610888')
(320, '32.0', '1391.5', '32.0', 'Sun, 01 Aug 2010 00:04:47', '733985.00333328533')
(321, '32.0', '1419.9', '32.0', 'Sun, 01 Aug 2010 00:05:18', '733985.00368064607')
(322, '32.0', '1408.3', '32.0', 'Sun, 01 Aug 2010 00:05:48', '733985.00402782205')
(323, '32.0', '1411.5', '32.0', 'Sun, 01 Aug 2010 00:06:18', '733985.00437518302')
(324, '32.0', '1392.2', '32.0', 'Sun, 01 Aug 2010 00:06:48', '733985.00472235959')
(325, '32.0', '1363.1', '32.0', 'Sun, 01 Aug 2010 00:07:18', '733985.00506972021')
(326, '32.0', '1331.8', '32.0', 'Sun, 01 Aug 2010 00:07:48', '733985.00541689608')
(327, '32.0', '1293.2', '32.0', 'Sun, 01 Aug 2010 00:08:18', '733985.00576425728')
(328, '32.0', '1264.4', '32.0', 'Sun, 01 Aug 2010 00:08:48', '733985.00611143326')
(329, '32.0', '1238.1', '32.0', 'Sun, 01 Aug 2010 00:09:18', '733985.00645879423')
(330, '32.0', '1205.0', '32.0', 'Sun, 01 Aug 2010 00:09:48', '733985.00680596998')
(331, '32.0', '1228.3', '32.0', 'Sun, 01 Aug 2010 00:10:18', '733985.00715333142')
(332, '32.0', '1328.6', '32.0', 'Sun, 01 Aug 2010 00:10:48', '733985.00750050752')
(333, '32.0', '1360.3', '32.0', 'Sun, 01 Aug 2010 00:11:18', '733985.00784786860')
(334, '32.0', '1384.8', '32.0', 'Sun, 01 Aug 2010 00:11:48', '733985.00819499767')
(335, '32.0', '1380.7', '32.0', 'Sun, 01 Aug 2010 00:12:18', '733985.00854235888')
(336, '32.0', '1343.4', '32.0', 'Sun, 01 Aug 2010 00:12:48', '733985.00888953498')
(337, '32.0', '1297.4', '32.0', 'Sun, 01 Aug 2010 00:13:18', '733985.00923689629')
(338, '32.0', '1255.2', '32.0', 'Sun, 01 Aug 2010 00:13:48', '733985.00958407193')
(339, '32.0', '1221.2', '32.0', 'Sun, 01 Aug 2010 00:14:18', '733985.00993143325')
(340, '32.0', '1383.9', '32.0', 'Sun, 01 Aug 2010 00:14:48', '733985.01027860912')
(341, '32.0', '1374.4', '32.0', 'Sun, 01 Aug 2010 00:15:18', '733985.01062597032')
(342, '32.0', '1312.4', '32.0', 'Sun, 01 Aug 2010 00:15:48', '733985.01097314595')
(343, '32.0', '1267.5', '32.0', 'Sun, 01 Aug 2010 00:16:18', '733985.01132050704')
(344, '32.0', '1314.0', '32.0', 'Sun, 01 Aug 2010 00:16:48', '733985.01166768325')
(345, '32.0', '1350.9', '32.0', 'Sun, 01 Aug 2010 00:17:18', '733985.01201504422')
(346, '32.0', '1373.0', '32.0', 'Sun, 01 Aug 2010 00:17:48', '733985.01236222021')
(347, '32.0', '1400.6', '32.0', 'Sun, 01 Aug 2010 00:18:18', '733985.01270958141')
(348, '32.0', '1378.4', '32.0', 'Sun, 01 Aug 2010 00:18:48', '733985.01305671106')
(349, '32.0', '1331.9', '32.0', 'Sun, 01 Aug 2010 00:19:18', '733985.01340407215')
(350, '32.0', '1296.7', '32.0', 'Sun, 01 Aug 2010 00:19:48', '733985.01375124860')
(351, '32.0', '1275.0', '32.0', 'Sun, 01 Aug 2010 00:20:18', '733985.01409861050')
(352, '32.0', '1348.4', '32.0', 'Sun, 01 Aug 2010 00:20:48', '733985.01444597007')
(353, '32.0', '1385.0', '32.0', 'Sun, 01 Aug 2010 00:21:18', '733985.01479333162')
(354, '32.0', '1402.4', '32.0', 'Sun, 01 Aug 2010 00:21:48', '733985.01514050749')
(355, '32.0', '1401.0', '32.0', 'Sun, 01 Aug 2010 00:22:18', '733985.01548786799')
(356, '32.0', '1370.0', '32.0', 'Sun, 01 Aug 2010 00:22:48', '733985.01583504619')
(357, '32.0', '1414.9', '32.0', 'Sun, 01 Aug 2010 00:23:18', '733985.01618240506')
(358, '32.0', '1387.2', '32.0', 'Sun, 01 Aug 2010 00:23:48', '733985.01652958139')
(359, '32.0', '1349.9', '32.0', 'Sun, 01 Aug 2010 00:24:18', '733985.01687694213')
(360, '32.0', '1412.2', '32.0', 'Sun, 01 Aug 2010 00:24:48', '733985.01722411835')
(361, '32.0', '1449.3', '32.0', 'Sun, 01 Aug 2010 00:25:18', '733985.01757147920')
(362, '32.0', '1471.4', '32.0', 'Sun, 01 Aug 2010 00:25:48', '733985.01791865530')
(363, '32.0', '1464.3', '32.0', 'Sun, 01 Aug 2010 00:26:18', '733985.01826597040')
(364, '32.0', '1421.7', '32.0', 'Sun, 01 Aug 2010 00:26:48', '733985.01861314592')
(365, '32.0', '1383.1', '32.0', 'Sun, 01 Aug 2010 00:27:18', '733985.01896050735')
(366, '32.0', '1387.0', '32.0', 'Sun, 01 Aug 2010 00:27:48', '733985.01930768334')
(367, '32.0', '1404.2', '32.0', 'Sun, 01 Aug 2010 00:28:18', '733985.01965504419')
(368, '32.0', '1457.0', '32.0', 'Sun, 01 Aug 2010 00:28:48', '733985.02000222006')
(369, '32.0', '1486.8', '32.0', 'Sun, 01 Aug 2010 00:29:18', '733985.02034958126')
(370, '32.0', '1437.2', '32.0', 'Sun, 01 Aug 2010 00:29:48', '733985.02069675724')
(371, '32.0', '1405.1', '32.0', 'Sun, 01 Aug 2010 00:30:18', '733985.02104411845')
(372, '32.0', '1383.8', '32.0', 'Sun, 01 Aug 2010 00:30:48', '733985.02139129420')
(373, '32.0', '1367.3', '32.0', 'Sun, 01 Aug 2010 00:31:18', '733985.02173865540')
(374, '32.0', '1346.3', '32.0', 'Sun, 01 Aug 2010 00:31:48', '733985.02208583103')
(375, '32.0', '1405.1', '32.0', 'Sun, 01 Aug 2010 00:32:18', '733985.02243319247')
(376, '32.0', '1435.6', '32.0', 'Sun, 01 Aug 2010 00:32:48', '733985.02278036810')
(377, '32.0', '1419.2', '32.0', 'Sun, 01 Aug 2010 00:33:18', '733985.02312773257')
(378, '32.0', '1383.8', '32.0', 'Sun, 01 Aug 2010 00:33:48', '733985.02347504511')
(379, '32.0', '1350.4', '32.0', 'Sun, 01 Aug 2010 00:34:18', '733985.02382222028')
(380, '32.0', '1328.1', '32.0', 'Sun, 01 Aug 2010 00:34:48', '733985.02416958252')
(381, '32.0', '1310.6', '32.0', 'Sun, 01 Aug 2010 00:35:18', '733985.02451675734')
(382, '32.0', '1294.7', '32.0', 'Sun, 01 Aug 2010 00:35:48', '733985.02486411820')
(383, '32.0', '1320.2', '32.0', 'Sun, 01 Aug 2010 00:36:18', '733985.02521129418')
(384, '32.0', '1413.5', '32.0', 'Sun, 01 Aug 2010 00:36:48', '733985.02555865538')
(385, '32.0', '1428.9', '32.0', 'Sun, 01 Aug 2010 00:37:18', '733985.02590583113')
(386, '32.0', '1388.1', '32.0', 'Sun, 01 Aug 2010 00:37:48', '733985.02625319245')
(387, '32.0', '1356.5', '32.0', 'Sun, 01 Aug 2010 00:38:18', '733985.02660036797')
(388, '32.0', '1337.3', '32.0', 'Sun, 01 Aug 2010 00:38:48', '733985.02694772929')
(389, '32.0', '1446.5', '32.0', 'Sun, 01 Aug 2010 00:39:18', '733985.02729490539')
(390, '32.0', '1449.9', '32.0', 'Sun, 01 Aug 2010 00:39:48', '733985.02764226648')
(391, '32.0', '1413.5', '32.0', 'Sun, 01 Aug 2010 00:40:18', '733985.02798944234')
(392, '32.0', '1413.3', '32.0', 'Sun, 01 Aug 2010 00:40:48', '733985.02833680378')
(393, '32.0', '1393.5', '32.0', 'Sun, 01 Aug 2010 00:41:18', '733985.02868411818')
(394, '32.0', '1371.8', '32.0', 'Sun, 01 Aug 2010 00:41:48', '733985.02903129417')
(395, '32.0', '1349.0', '32.0', 'Sun, 01 Aug 2010 00:42:18', '733985.02937865537')
(396, '32.0', '1322.0', '32.0', 'Sun, 01 Aug 2010 00:42:48', '733985.02972583612')
(397, '32.0', '1362.5', '32.0', 'Sun, 01 Aug 2010 00:43:18', '733985.03007319197')
(398, '32.0', '1406.9', '32.0', 'Sun, 01 Aug 2010 00:43:48', '733985.03042036807')
(399, '32.0', '1399.6', '32.0', 'Sun, 01 Aug 2010 00:44:18', '733985.03076772951')
(400, '32.0', '1384.5', '32.0', 'Sun, 01 Aug 2010 00:44:48', '733985.03111610946')
(401, '32.0', '1378.4', '32.0', 'Sun, 01 Aug 2010 00:45:18', '733985.03146226669')
(402, '32.0', '1429.4', '32.0', 'Sun, 01 Aug 2010 00:45:48', '733985.03180944256')
(403, '32.0', '1451.3', '32.0', 'Sun, 01 Aug 2010 00:46:18', '733985.03215680353')
(404, '32.0', '1462.3', '32.0', 'Sun, 01 Aug 2010 00:46:48', '733985.03250397940')
(405, '32.0', '1459.3', '32.0', 'Sun, 01 Aug 2010 00:47:18', '733985.03285129461')
(406, '32.0', '1473.5', '32.0', 'Sun, 01 Aug 2010 00:47:48', '733985.03319851647')
(407, '32.0', '1448.6', '32.0', 'Sun, 01 Aug 2010 00:48:18', '733985.03354583133')
(408, '32.0', '1414.0', '32.0', 'Sun, 01 Aug 2010 00:48:48', '733985.03389300744')
(409, '32.0', '1374.7', '32.0', 'Sun, 01 Aug 2010 00:49:18', '733985.03424036840')
(410, '32.0', '1383.6', '32.0', 'Sun, 01 Aug 2010 00:49:48', '733985.03458754427')
(411, '32.0', '1442.9', '32.0', 'Sun, 01 Aug 2010 00:50:18', '733985.03493490536')
(412, '32.0', '1468.9', '32.0', 'Sun, 01 Aug 2010 00:50:48', '733985.03528208111')
(413, '32.0', '1475.3', '32.0', 'Sun, 01 Aug 2010 00:51:18', '733985.03562944720')
(414, '32.0', '1475.1', '32.0', 'Sun, 01 Aug 2010 00:51:48', '733985.03597661876')
(415, '32.0', '1428.0', '32.0', 'Sun, 01 Aug 2010 00:52:18', '733985.03632397950')
(416, '32.0', '1388.8', '32.0', 'Sun, 01 Aug 2010 00:52:48', '733985.03667115513')
(417, '32.0', '1358.7', '32.0', 'Sun, 01 Aug 2010 00:53:18', '733985.03701851633')
(418, '32.0', '1415.0', '32.0', 'Sun, 01 Aug 2010 00:53:48', '733985.03736569232')
(419, '32.0', '1495.2', '32.0', 'Sun, 01 Aug 2010 00:54:18', '733985.03771305375')
(420, '32.0', '1508.1', '32.0', 'Sun, 01 Aug 2010 00:54:48', '733985.03806022927')
(421, '32.0', '1521.0', '32.0', 'Sun, 01 Aug 2010 00:55:18', '733985.03840777534')
(422, '32.0', '1495.0', '32.0', 'Sun, 01 Aug 2010 00:55:48', '733985.03875509137')
(423, '32.0', '1475.0', '32.0', 'Sun, 01 Aug 2010 00:56:18', '733985.03910245199')
(424, '32.0', '1454.9', '32.0', 'Sun, 01 Aug 2010 00:56:48', '733985.03944962763')
(425, '32.0', '1437.8', '32.0', 'Sun, 01 Aug 2010 00:57:18', '733985.03979698883')
(426, '32.0', '1407.6', '32.0', 'Sun, 01 Aug 2010 00:57:48', '733985.04014416458')
(427, '32.0', '1388.8', '32.0', 'Sun, 01 Aug 2010 00:58:18', '733985.04049152578')
(428, '32.0', '1454.9', '32.0', 'Sun, 01 Aug 2010 00:58:48', '733985.04083870165')
(429, '32.0', '1490.4', '32.0', 'Sun, 01 Aug 2010 00:59:18', '733985.04118652584')
(430, '32.0', '1484.9', '32.0', 'Sun, 01 Aug 2010 00:59:48', '733985.04153323860')
(431, '32.0', '1494.5', '32.0', 'Sun, 01 Aug 2010 01:00:18', '733985.04188041436')
(432, '32.0', '1452.4', '32.0', 'Sun, 01 Aug 2010 01:00:48', '733985.04222777567')
(433, '32.0', '1421.4', '32.0', 'Sun, 01 Aug 2010 01:01:18', '733985.04257495143')
(434, '32.0', '1441.7', '32.0', 'Sun, 01 Aug 2010 01:01:48', '733985.04292212741')
(435, '32.0', '1468.9', '32.0', 'Sun, 01 Aug 2010 01:02:18', '733985.04326930328')
(436, '32.0', '1487.0', '32.0', 'Sun, 01 Aug 2010 01:02:48', '733985.04361666448')
(437, '32.0', '1513.9', '32.0', 'Sun, 01 Aug 2010 01:03:18', '733985.04396384046')
(438, '32.0', '1511.8', '32.0', 'Sun, 01 Aug 2010 01:03:48', '733985.04431101633')
(439, '32.0', '1493.9', '32.0', 'Sun, 01 Aug 2010 01:04:18', '733985.04465837753')
(440, '32.0', '1518.0', '32.0', 'Sun, 01 Aug 2010 01:04:48', '733985.04500550730')
(441, '32.0', '1503.3', '32.0', 'Sun, 01 Aug 2010 01:05:18', '733985.04535268317')
(442, '32.0', '1465.9', '32.0', 'Sun, 01 Aug 2010 01:05:48', '733985.04570004402')
(443, '32.0', '1460.4', '32.0', 'Sun, 01 Aug 2010 01:06:18', '733985.04604722012')
(444, '32.0', '1490.2', '32.0', 'Sun, 01 Aug 2010 01:06:48', '733985.04639458156')
(445, '32.0', '1535.3', '32.0', 'Sun, 01 Aug 2010 01:07:18', '733985.04674175754')
(446, '32.0', '1520.1', '32.0', 'Sun, 01 Aug 2010 01:07:48', '733985.04708911828')
(447, '32.0', '1489.0', '32.0', 'Sun, 01 Aug 2010 01:08:18', '733985.04743629380')
(448, '32.0', '1465.7', '32.0', 'Sun, 01 Aug 2010 01:08:48', '733985.04778365558')
(449, '32.0', '1441.0', '32.0', 'Sun, 01 Aug 2010 01:09:18', '733985.04813083145')
(450, '32.0', '1452.0', '32.0', 'Sun, 01 Aug 2010 01:09:48', '733985.04847819242')
(451, '32.0', '1518.0', '32.0', 'Sun, 01 Aug 2010 01:10:18', '733985.04882555350')
(452, '32.0', '1477.8', '32.0', 'Sun, 01 Aug 2010 01:10:48', '733985.04917268292')
(453, '32.0', '1450.6', '32.0', 'Sun, 01 Aug 2010 01:11:18', '733985.04952004435')
(454, '32.0', '1444.9', '32.0', 'Sun, 01 Aug 2010 01:11:48', '733985.04986722011')
(455, '32.0', '1493.6', '32.0', 'Sun, 01 Aug 2010 01:12:18', '733985.05021458131')
(456, '32.0', '1513.4', '32.0', 'Sun, 01 Aug 2010 01:12:48', '733985.05056175881')
(457, '32.0', '1506.9', '32.0', 'Sun, 01 Aug 2010 01:13:18', '733985.05090911861')
(458, '32.0', '1491.8', '32.0', 'Sun, 01 Aug 2010 01:13:48', '733985.05125629436')
(459, '32.0', '1515.5', '32.0', 'Sun, 01 Aug 2010 01:14:18', '733985.05160347035')
(460, '32.0', '1502.6', '32.0', 'Sun, 01 Aug 2010 01:14:48', '733985.05195083132')
(461, '32.0', '1474.8', '32.0', 'Sun, 01 Aug 2010 01:15:18', '733985.05229800730')
(462, '32.0', '1429.4', '32.0', 'Sun, 01 Aug 2010 01:15:48', '733985.05264536932')
(463, '32.0', '1393.0', '32.0', 'Sun, 01 Aug 2010 01:16:18', '733985.05299254425')
(464, '32.0', '1422.8', '32.0', 'Sun, 01 Aug 2010 01:16:48', '733985.05333990545')
(465, '32.0', '1514.6', '32.0', 'Sun, 01 Aug 2010 01:17:18', '733985.05368708156')
(466, '32.0', '1515.7', '32.0', 'Sun, 01 Aug 2010 01:17:48', '733985.05403444241')
(467, '32.0', '1498.2', '32.0', 'Sun, 01 Aug 2010 01:18:18', '733985.05438175728')
(468, '32.0', '1474.6', '32.0', 'Sun, 01 Aug 2010 01:18:48', '733985.05472893291')
(469, '32.0', '1443.5', '32.0', 'Sun, 01 Aug 2010 01:19:18', '733985.05507629423')
(470, '32.0', '1409.2', '32.0', 'Sun, 01 Aug 2010 01:19:48', '733985.05542347021')
(471, '32.0', '1416.7', '32.0', 'Sun, 01 Aug 2010 01:20:18', '733985.05577083142')
(472, '32.0', '1479.4', '32.0', 'Sun, 01 Aug 2010 01:20:48', '733985.05611800705')
(473, '32.0', '1481.7', '32.0', 'Sun, 01 Aug 2010 01:21:18', '733985.05646536837')
(474, '32.0', '1471.4', '32.0', 'Sun, 01 Aug 2010 01:21:48', '733985.05681254447')
(475, '32.0', '1470.7', '32.0', 'Sun, 01 Aug 2010 01:22:18', '733985.05715990555')
(476, '32.0', '1537.6', '32.0', 'Sun, 01 Aug 2010 01:22:48', '733985.05750708154')
(477, '32.0', '1567.5', '32.0', 'Sun, 01 Aug 2010 01:23:18', '733985.05785444216')
(478, '32.0', '1556.8', '32.0', 'Sun, 01 Aug 2010 01:23:48', '733985.05820161814')
(479, '32.0', '1545.0', '32.0', 'Sun, 01 Aug 2010 01:24:18', '733985.05854898004')
(480, '32.0', '1526.0', '32.0', 'Sun, 01 Aug 2010 01:24:48', '733985.05889615533')
(481, '32.0', '1547.3', '32.0', 'Sun, 01 Aug 2010 01:25:18', '733985.05924347008')
(482, '32.0', '1575.1', '32.0', 'Sun, 01 Aug 2010 01:25:48', '733985.05959064607')
(483, '32.0', '1572.6', '32.0', 'Sun, 01 Aug 2010 01:26:18', '733985.05993800831')
(484, '32.0', '1556.6', '32.0', 'Sun, 01 Aug 2010 01:26:48', '733985.06028518337')
(485, '32.0', '1567.5', '32.0', 'Sun, 01 Aug 2010 01:27:18', '733985.06063254422')
(486, '32.0', '1596.5', '32.0', 'Sun, 01 Aug 2010 01:27:48', '733985.06097972044')
(487, '32.0', '1576.1', '32.0', 'Sun, 01 Aug 2010 01:28:18', '733985.06132708106')
(488, '32.0', '1548.2', '32.0', 'Sun, 01 Aug 2010 01:28:48', '733985.06167425716')
(489, '32.0', '1516.2', '32.0', 'Sun, 01 Aug 2010 01:29:18', '733985.06202209787')
(490, '32.0', '1527.7', '32.0', 'Sun, 01 Aug 2010 01:29:48', '733985.06236879411')
(491, '32.0', '1566.1', '32.0', 'Sun, 01 Aug 2010 01:30:18', '733985.06271615520')
(492, '32.0', '1592.4', '32.0', 'Sun, 01 Aug 2010 01:30:48', '733985.06306333106')
(493, '32.0', '1586.6', '32.0', 'Sun, 01 Aug 2010 01:31:18', '733985.06341069238')
(494, '32.0', '1576.6', '32.0', 'Sun, 01 Aug 2010 01:31:48', '733985.06375786825')
(495, '32.0', '1616.1', '32.0', 'Sun, 01 Aug 2010 01:32:18', '733985.06410518324')
(496, '32.0', '1610.3', '32.0', 'Sun, 01 Aug 2010 01:32:48', '733985.06445254420')
(497, '32.0', '1583.8', '32.0', 'Sun, 01 Aug 2010 01:33:18', '733985.06479972007')
(498, '32.0', '1550.9', '32.0', 'Sun, 01 Aug 2010 01:33:48', '733985.06514708127')
(499, '32.0', '1568.9', '32.0', 'Sun, 01 Aug 2010 01:34:18', '733985.06549425726')
(500, '32.0', '1595.2', '32.0', 'Sun, 01 Aug 2010 01:34:48', '733985.06584161834')
(501, '32.0', '1595.9', '32.0', 'Sun, 01 Aug 2010 01:35:18', '733985.06618879433')
(502, '32.0', '1567.8', '32.0', 'Sun, 01 Aug 2010 01:35:48', '733985.06653615565')
(503, '32.0', '1542.8', '32.0', 'Sun, 01 Aug 2010 01:36:18', '733985.06688333116')
(504, '32.0', '1522.7', '32.0', 'Sun, 01 Aug 2010 01:36:48', '733985.06723069237')
(505, '32.0', '1554.1', '32.0', 'Sun, 01 Aug 2010 01:37:18', '733985.06757786812')
(506, '32.0', '1594.7', '32.0', 'Sun, 01 Aug 2010 01:37:48', '733985.06792522967')
(507, '32.0', '1552.9', '32.0', 'Sun, 01 Aug 2010 01:38:18', '733985.06827240542')
(508, '32.0', '1552.9', '32.0', 'Sun, 01 Aug 2010 01:38:48', '733985.06861976651')
(509, '32.0', '1555.7', '32.0', 'Sun, 01 Aug 2010 01:39:18', '733985.06896694237')
(510, '32.0', '1590.3', '32.0', 'Sun, 01 Aug 2010 01:39:48', '733985.06931430358')
(511, '32.0', '1607.7', '32.0', 'Sun, 01 Aug 2010 01:40:18', '733985.06966143369')
(512, '32.0', '1584.9', '32.0', 'Sun, 01 Aug 2010 01:40:48', '733985.07000879443')
(513, '32.0', '1621.0', '32.0', 'Sun, 01 Aug 2010 01:41:18', '733985.07035597065')
(514, '32.0', '1640.7', '32.0', 'Sun, 01 Aug 2010 01:41:48', '733985.07070333115')
(515, '32.0', '1612.4', '32.0', 'Sun, 01 Aug 2010 01:42:18', '733985.07105050725')
(516, '32.0', '1570.7', '32.0', 'Sun, 01 Aug 2010 01:42:48', '733985.07139786927')
(517, '32.0', '1594.2', '32.0', 'Sun, 01 Aug 2010 01:43:18', '733985.07174541475')
(518, '32.0', '1625.2', '32.0', 'Sun, 01 Aug 2010 01:43:48', '733985.07209240505')
(519, '32.0', '1641.6', '32.0', 'Sun, 01 Aug 2010 01:44:18', '733985.07243958162')
(520, '32.0', '1638.5', '32.0', 'Sun, 01 Aug 2010 01:44:48', '733985.07278694236')
(521, '32.0', '1611.2', '32.0', 'Sun, 01 Aug 2010 01:45:18', '733985.07313411834')
(522, '32.0', '1573.0', '32.0', 'Sun, 01 Aug 2010 01:45:48', '733985.07348148245')
(523, '32.0', '1538.7', '32.0', 'Sun, 01 Aug 2010 01:46:18', '733985.07382865506')
(524, '32.0', '1613.9', '32.0', 'Sun, 01 Aug 2010 01:46:48', '733985.07417597133')
(525, '32.0', '1645.3', '32.0', 'Sun, 01 Aug 2010 01:47:18', '733985.07452333136')
(526, '32.0', '1633.8', '32.0', 'Sun, 01 Aug 2010 01:47:48', '733985.07487050735')
(527, '32.0', '1596.7', '32.0', 'Sun, 01 Aug 2010 01:48:18', '733985.07521786855')
(528, '32.0', '1564.9', '32.0', 'Sun, 01 Aug 2010 01:48:48', '733985.07556504430')
(529, '32.0', '1594.1', '32.0', 'Sun, 01 Aug 2010 01:49:18', '733985.07591240562')
(530, '32.0', '1634.5', '32.0', 'Sun, 01 Aug 2010 01:49:48', '733985.07625962759')
(531, '32.0', '1645.3', '32.0', 'Sun, 01 Aug 2010 01:50:18', '733985.07660694222')
(532, '32.0', '1623.5', '32.0', 'Sun, 01 Aug 2010 01:50:48', '733985.07695411844')
(533, '32.0', '1597.6', '32.0', 'Sun, 01 Aug 2010 01:51:18', '733985.07730147929')
(534, '32.0', '1595.1', '32.0', 'Sun, 01 Aug 2010 01:51:48', '733985.07764865540')
(535, '32.0', '1592.7', '32.0', 'Sun, 01 Aug 2010 01:52:18', '733985.07799601648')
(536, '32.0', '1627.7', '32.0', 'Sun, 01 Aug 2010 01:52:48', '733985.07834319246')
(537, '32.0', '1631.7', '32.0', 'Sun, 01 Aug 2010 01:53:18', '733985.07869055343')
(538, '32.0', '1608.3', '32.0', 'Sun, 01 Aug 2010 01:53:48', '733985.07903772965')
(539, '32.0', '1572.3', '32.0', 'Sun, 01 Aug 2010 01:54:18', '733985.07938490505')
(540, '32.0', '1538.9', '32.0', 'Sun, 01 Aug 2010 01:54:48', '733985.07973226637')
(541, '32.0', '1589.2', '32.0', 'Sun, 01 Aug 2010 01:55:18', '733985.08007944224')
(542, '32.0', '1586.2', '32.0', 'Sun, 01 Aug 2010 01:55:48', '733985.08042680332')
(543, '32.0', '1629.8', '32.0', 'Sun, 01 Aug 2010 01:56:18', '733985.08077416499')
