Log Date and Time Tue, 09 Oct 2012 21:14:08
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '51.8', '195.0', '209.5', 'Tue, 09 Oct 2012 09:34:04', '734785.41429565998')
(276, '55.9', '544.0', '658.5', 'Tue, 09 Oct 2012 11:52:10', '734785.51019951119')
(277, '56.1', '546.2', '661.8', 'Tue, 09 Oct 2012 11:52:40', '734785.51054703572')
(278, '56.1', '548.9', '663.8', 'Tue, 09 Oct 2012 11:53:10', '734785.51089454605')
(279, '56.1', '551.0', '665.8', 'Tue, 09 Oct 2012 11:53:40', '734785.51124208025')
(280, '56.1', '553.2', '669.2', 'Tue, 09 Oct 2012 11:54:10', '734785.51158958115')
(281, '56.1', '555.3', '672.5', 'Tue, 09 Oct 2012 11:54:40', '734785.51193711616')
(282, '56.3', '557.3', '675.4', 'Tue, 09 Oct 2012 11:55:10', '734785.51228463918')
(283, '56.3', '559.6', '677.5', 'Tue, 09 Oct 2012 11:55:40', '734785.51263217453')
(284, '56.3', '561.6', '679.5', 'Tue, 09 Oct 2012 11:56:10', '734785.51297970908')
(285, '56.3', '563.0', '681.5', 'Tue, 09 Oct 2012 11:56:40', '734785.51332722150')
(286, '56.3', '566.4', '683.5', 'Tue, 09 Oct 2012 11:57:10', '734785.51367475430')
(287, '56.3', '571.8', '685.5', 'Tue, 09 Oct 2012 11:57:40', '734785.51402227848')
(288, '56.3', '576.5', '686.2', 'Tue, 09 Oct 2012 11:58:10', '734785.51436979056')
(289, '56.3', '578.6', '688.2', 'Tue, 09 Oct 2012 11:58:40', '734785.51471732499')
(290, '56.5', '581.3', '688.4', 'Tue, 09 Oct 2012 11:59:10', '734785.51506483776')
(291, '56.3', '583.3', '687.5', 'Tue, 09 Oct 2012 11:59:40', '734785.51541238383')
(292, '56.5', '586.0', '686.2', 'Tue, 09 Oct 2012 12:00:10', '734785.51575989474')
(293, '56.5', '587.8', '686.2', 'Tue, 09 Oct 2012 12:00:40', '734785.51610741764')
(294, '56.5', '589.2', '687.5', 'Tue, 09 Oct 2012 12:01:10', '734785.51645494753')
(295, '56.5', '591.2', '690.2', 'Tue, 09 Oct 2012 12:01:40', '734785.51680245413')
(296, '56.5', '592.6', '692.9', 'Tue, 09 Oct 2012 12:02:10', '734785.51715003978')
(297, '56.5', '594.6', '695.6', 'Tue, 09 Oct 2012 12:02:40', '734785.51749754848')
(298, '56.8', '596.0', '696.9', 'Tue, 09 Oct 2012 12:03:10', '734785.51784505043')
(299, '56.8', '596.4', '699.3', 'Tue, 09 Oct 2012 12:03:40', '734785.51819257287')
(300, '56.8', '597.8', '701.3', 'Tue, 09 Oct 2012 12:04:10', '734785.51854008564')
(301, '56.8', '598.9', '703.3', 'Tue, 09 Oct 2012 12:04:40', '734785.51888763637')
(302, '56.8', '600.3', '705.4', 'Tue, 09 Oct 2012 12:05:10', '734785.51923515485')
(303, '57.0', '601.6', '704.5', 'Tue, 09 Oct 2012 12:05:40', '734785.51958268904')
(304, '57.0', '602.7', '705.2', 'Tue, 09 Oct 2012 12:06:10', '734785.51993000659')
(305, '57.0', '604.8', '705.8', 'Tue, 09 Oct 2012 12:06:40', '734785.52027755149')
(306, '57.0', '606.1', '707.8', 'Tue, 09 Oct 2012 12:07:10', '734785.52062506252')
(307, '57.2', '607.5', '708.5', 'Tue, 09 Oct 2012 12:07:40', '734785.52097258822')
(308, '57.2', '608.8', '709.8', 'Tue, 09 Oct 2012 12:08:10', '734785.52132010914')
(309, '57.4', '610.2', '709.8', 'Tue, 09 Oct 2012 12:08:40', '734785.52166764403')
(310, '57.4', '611.5', '710.5', 'Tue, 09 Oct 2012 12:09:10', '734785.52201513632')
(311, '57.4', '612.9', '711.8', 'Tue, 09 Oct 2012 12:09:41', '734785.52236267913')
(312, '57.6', '613.3', '711.8', 'Tue, 09 Oct 2012 12:10:11', '734785.52271020156')
(313, '57.6', '615.6', '713.2', 'Tue, 09 Oct 2012 12:10:41', '734785.52305771387')
(314, '57.9', '616.7', '715.2', 'Tue, 09 Oct 2012 12:11:11', '734785.52340524853')
(315, '57.9', '618.3', '716.5', 'Tue, 09 Oct 2012 12:11:41', '734785.52375277213')
(316, '57.9', '618.9', '718.5', 'Tue, 09 Oct 2012 12:12:11', '734785.52410029562')
(317, '57.9', '619.6', '720.1', 'Tue, 09 Oct 2012 12:12:41', '734785.52444783051')
(318, '57.9', '620.3', '722.1', 'Tue, 09 Oct 2012 12:13:11', '734785.52479535027')
(319, '58.1', '620.9', '722.1', 'Tue, 09 Oct 2012 12:13:41', '734785.52514289995')
(320, '58.1', '621.6', '723.2', 'Tue, 09 Oct 2012 12:14:11', '734785.52549040015')
(321, '58.3', '623.0', '724.7', 'Tue, 09 Oct 2012 12:14:41', '734785.52583792270')
(322, '58.3', '623.9', '727.0', 'Tue, 09 Oct 2012 12:15:11', '734785.52618544572')
(323, '58.3', '625.2', '727.6', 'Tue, 09 Oct 2012 12:15:41', '734785.52653298061')
(324, '58.3', '625.9', '729.6', 'Tue, 09 Oct 2012 12:16:11', '734785.52688051458')
(325, '58.3', '626.8', '730.3', 'Tue, 09 Oct 2012 12:16:41', '734785.52722801571')
(326, '58.3', '628.1', '730.3', 'Tue, 09 Oct 2012 12:17:11', '734785.52757555025')
(327, '58.5', '628.8', '730.3', 'Tue, 09 Oct 2012 12:17:41', '734785.52792307385')
(328, '58.5', '629.7', '729.8', 'Tue, 09 Oct 2012 12:18:11', '734785.52827059687')
(329, '58.5', '631.0', '728.7', 'Tue, 09 Oct 2012 12:18:41', '734785.52861827938')
(330, '58.5', '631.7', '726.0', 'Tue, 09 Oct 2012 12:19:11', '734785.52896543546')
(331, '58.5', '631.9', '725.6', 'Tue, 09 Oct 2012 12:19:41', '734785.52931297058')
(332, '58.5', '631.9', '724.2', 'Tue, 09 Oct 2012 12:20:11', '734785.52966050478')
(333, '58.5', '632.8', '723.1', 'Tue, 09 Oct 2012 12:20:41', '734785.53000801674')
(334, '58.5', '632.8', '721.8', 'Tue, 09 Oct 2012 12:21:11', '734785.53035556397')
(335, '58.8', '633.7', '720.7', 'Tue, 09 Oct 2012 12:21:41', '734785.53070306347')
(336, '58.5', '634.3', '720.0', 'Tue, 09 Oct 2012 12:22:11', '734785.53105060977')
(337, '58.5', '635.2', '720.9', 'Tue, 09 Oct 2012 12:22:41', '734785.53139812103')
(338, '58.5', '635.2', '723.8', 'Tue, 09 Oct 2012 12:23:11', '734785.53174566769')
(339, '58.5', '636.1', '725.8', 'Tue, 09 Oct 2012 12:23:41', '734785.53209317941')
(340, '58.5', '637.4', '728.0', 'Tue, 09 Oct 2012 12:24:11', '734785.53244067810')
(341, '58.5', '638.3', '729.3', 'Tue, 09 Oct 2012 12:24:41', '734785.53278825886')
(342, '58.5', '638.5', '730.9', 'Tue, 09 Oct 2012 12:25:11', '734785.53313580563')
(343, '58.5', '639.9', '733.1', 'Tue, 09 Oct 2012 12:25:41', '734785.53348320827')
(344, '58.3', '640.8', '737.1', 'Tue, 09 Oct 2012 12:26:11', '734785.53383074282')
(345, '58.3', '644.3', '741.9', 'Tue, 09 Oct 2012 12:26:41', '734785.53417826782')
(346, '58.3', '647.7', '746.6', 'Tue, 09 Oct 2012 12:27:11', '734785.53452575428')
(347, '58.3', '650.4', '751.5', 'Tue, 09 Oct 2012 12:27:41', '734785.53487330128')
(348, '58.1', '654.7', '754.8', 'Tue, 09 Oct 2012 12:28:11', '734785.53522081242')
(349, '58.1', '658.0', '757.5', 'Tue, 09 Oct 2012 12:28:41', '734785.53556834767')
(350, '58.1', '661.4', '759.7', 'Tue, 09 Oct 2012 12:29:11', '734785.53591585939')
(351, '58.1', '664.2', '763.7', 'Tue, 09 Oct 2012 12:29:42', '734785.53626340511')
(352, '58.1', '666.9', '767.9', 'Tue, 09 Oct 2012 12:30:12', '734785.53661090590')
(353, '58.1', '669.8', '772.5', 'Tue, 09 Oct 2012 12:30:42', '734785.53695844091')
(354, '58.1', '671.8', '774.1', 'Tue, 09 Oct 2012 12:31:12', '734785.53730598686')
(355, '58.1', '674.7', '772.1', 'Tue, 09 Oct 2012 12:31:42', '734785.53765346401')
(356, '58.1', '676.5', '770.1', 'Tue, 09 Oct 2012 12:32:12', '734785.53800098749')
(357, '58.1', '679.4', '766.8', 'Tue, 09 Oct 2012 12:32:42', '734785.53834851005')
(358, '58.1', '681.4', '764.3', 'Tue, 09 Oct 2012 12:33:12', '734785.53869603353')
(359, '58.1', '683.4', '763.0', 'Tue, 09 Oct 2012 12:33:42', '734785.53904355667')
(360, '58.1', '684.8', '762.3', 'Tue, 09 Oct 2012 12:34:12', '734785.53939108062')
(361, '58.1', '687.5', '759.6', 'Tue, 09 Oct 2012 12:34:42', '734785.53973860363')
(362, '58.3', '689.5', '757.0', 'Tue, 09 Oct 2012 12:35:12', '734785.54008612619')
(363, '58.3', '691.5', '753.7', 'Tue, 09 Oct 2012 12:35:42', '734785.54043366108')
(364, '58.3', '694.2', '753.7', 'Tue, 09 Oct 2012 12:36:12', '734785.54078119714')
(365, '58.1', '695.5', '753.7', 'Tue, 09 Oct 2012 12:36:42', '734785.54112870817')
(366, '58.3', '697.5', '753.7', 'Tue, 09 Oct 2012 12:37:12', '734785.54147625400')
(367, '58.5', '699.5', '754.3', 'Tue, 09 Oct 2012 12:37:42', '734785.54182377725')
(368, '58.5', '700.9', '753.0', 'Tue, 09 Oct 2012 12:38:12', '734785.54217126791')
(369, '58.5', '702.9', '753.9', 'Tue, 09 Oct 2012 12:38:42', '734785.54251880117')
(370, '58.5', '704.4', '755.2', 'Tue, 09 Oct 2012 12:39:12', '734785.54286632489')
(371, '58.5', '705.5', '756.5', 'Tue, 09 Oct 2012 12:39:42', '734785.54321388307')
(372, '58.5', '707.1', '756.5', 'Tue, 09 Oct 2012 12:40:12', '734785.54356120829')
(373, '58.8', '708.9', '757.9', 'Tue, 09 Oct 2012 12:40:42', '734785.54390870919')
(374, '59.0', '710.4', '758.5', 'Tue, 09 Oct 2012 12:41:12', '734785.54425623163')
(375, '59.0', '711.6', '759.2', 'Tue, 09 Oct 2012 12:41:42', '734785.54460376711')
(376, '59.2', '713.8', '759.9', 'Tue, 09 Oct 2012 12:42:12', '734785.54495127883')
(377, '59.2', '714.2', '762.5', 'Tue, 09 Oct 2012 12:42:42', '734785.54529880418')
(378, '59.5', '715.6', '763.8', 'Tue, 09 Oct 2012 12:43:12', '734785.54564632522')
(379, '59.5', '717.1', '766.1', 'Tue, 09 Oct 2012 12:43:42', '734785.54599386000')
(380, '59.7', '719.8', '767.4', 'Tue, 09 Oct 2012 12:44:12', '734785.54634138325')
(381, '59.7', '721.8', '771.4', 'Tue, 09 Oct 2012 12:44:42', '734785.54668890580')
(382, '59.9', '723.8', '775.4', 'Tue, 09 Oct 2012 12:45:12', '734785.54703641811')
(383, '60.1', '725.8', '778.7', 'Tue, 09 Oct 2012 12:45:42', '734785.54738365265')
(384, '60.1', '727.8', '782.7', 'Tue, 09 Oct 2012 12:46:12', '734785.54773119837')
(385, '60.4', '728.5', '786.7', 'Tue, 09 Oct 2012 12:46:42', '734785.54807870998')
(386, '60.4', '730.7', '790.6', 'Tue, 09 Oct 2012 12:47:12', '734785.54842624429')
(387, '60.6', '731.1', '792.0', 'Tue, 09 Oct 2012 12:47:42', '734785.54877377907')
(388, '60.8', '731.1', '794.2', 'Tue, 09 Oct 2012 12:48:12', '734785.54912129149')
(389, '60.8', '731.8', '796.8', 'Tue, 09 Oct 2012 12:48:42', '734785.54946881474')
(390, '61.0', '733.1', '799.3', 'Tue, 09 Oct 2012 12:49:13', '734785.54981636105')
(391, '61.0', '733.8', '801.9', 'Tue, 09 Oct 2012 12:49:43', '734785.55016375706')
(392, '61.2', '733.8', '803.9', 'Tue, 09 Oct 2012 12:50:13', '734785.55051129183')
(393, '61.2', '733.1', '805.2', 'Tue, 09 Oct 2012 12:50:43', '734785.55085881450')
(394, '61.2', '733.1', '807.2', 'Tue, 09 Oct 2012 12:51:13', '734785.55120608374')
(395, '61.5', '732.5', '808.3', 'Tue, 09 Oct 2012 12:51:43', '734785.55155359535')
(396, '61.5', '731.1', '809.7', 'Tue, 09 Oct 2012 12:52:13', '734785.55190114176')
(397, '61.7', '731.1', '810.5', 'Tue, 09 Oct 2012 12:52:43', '734785.55224865314')
(398, '61.7', '731.1', '811.0', 'Tue, 09 Oct 2012 12:53:13', '734785.55259617651')
(399, '61.9', '730.3', '813.0', 'Tue, 09 Oct 2012 12:53:43', '734785.55294370011')
(400, '61.9', '729.8', '813.8', 'Tue, 09 Oct 2012 12:54:13', '734785.55329123465')
(401, '61.9', '729.8', '815.0', 'Tue, 09 Oct 2012 12:54:43', '734785.55363875802')
(402, '61.9', '729.8', '815.6', 'Tue, 09 Oct 2012 12:55:13', '734785.55398628104')
(403, '62.1', '729.8', '816.9', 'Tue, 09 Oct 2012 12:55:43', '734785.55433380406')
(404, '62.1', '730.5', '818.3', 'Tue, 09 Oct 2012 12:56:13', '734785.55468133884')
(405, '62.1', '730.3', '818.9', 'Tue, 09 Oct 2012 12:56:43', '734785.55502885149')
(406, '62.1', '731.1', '817.6', 'Tue, 09 Oct 2012 12:57:13', '734785.55537637416')
(407, '62.1', '733.8', '812.3', 'Tue, 09 Oct 2012 12:57:43', '734785.55572396016')
(408, '62.1', '737.1', '803.7', 'Tue, 09 Oct 2012 12:58:13', '734785.55607149459')
(409, '62.1', '740.5', '794.4', 'Tue, 09 Oct 2012 12:58:43', '734785.55641902832')
(410, '62.1', '744.5', '787.1', 'Tue, 09 Oct 2012 12:59:13', '734785.55676651862')
(411, '62.1', '747.1', '779.8', 'Tue, 09 Oct 2012 12:59:43', '734785.55711387901')
(412, '62.1', '750.0', '773.4', 'Tue, 09 Oct 2012 13:00:13', '734785.55746141379')
(413, '62.1', '753.3', '767.4', 'Tue, 09 Oct 2012 13:00:43', '734785.55780894961')
(414, '62.4', '755.6', '762.1', 'Tue, 09 Oct 2012 13:01:13', '734785.55815647251')
(415, '62.4', '756.2', '758.1', 'Tue, 09 Oct 2012 13:01:43', '734785.55850398529')
(416, '62.4', '757.1', '753.0', 'Tue, 09 Oct 2012 13:02:13', '734785.55885150714')
(417, '62.4', '758.4', '750.3', 'Tue, 09 Oct 2012 13:02:43', '734785.55919902970')
(418, '62.4', '759.8', '747.2', 'Tue, 09 Oct 2012 13:03:13', '734785.55954657681')
(419, '62.4', '759.8', '744.5', 'Tue, 09 Oct 2012 13:03:43', '734785.55989410158')
(420, '62.4', '760.4', '742.5', 'Tue, 09 Oct 2012 13:04:13', '734785.56024160050')
(421, '62.4', '760.9', '739.9', 'Tue, 09 Oct 2012 13:04:43', '734785.56058919244')
(422, '62.4', '760.4', '737.8', 'Tue, 09 Oct 2012 13:05:13', '734785.56093668088')
(423, '62.4', '759.8', '735.8', 'Tue, 09 Oct 2012 13:05:43', '734785.56128420448')
(424, '62.6', '759.1', '733.8', 'Tue, 09 Oct 2012 13:06:13', '734785.56163172703')
(425, '62.6', '759.1', '732.5', 'Tue, 09 Oct 2012 13:06:43', '734785.56197925122')
(426, '62.6', '759.1', '731.2', 'Tue, 09 Oct 2012 13:07:13', '734785.56232678506')
(427, '62.6', '760.2', '730.3', 'Tue, 09 Oct 2012 13:07:43', '734785.56267428666')
(428, '62.6', '765.1', '730.3', 'Tue, 09 Oct 2012 13:08:13', '734785.56302182039')
(429, '62.6', '772.2', '731.0', 'Tue, 09 Oct 2012 13:08:43', '734785.56336935482')
(430, '62.6', '779.5', '733.0', 'Tue, 09 Oct 2012 13:09:13', '734785.56371687923')
(431, '62.6', '785.5', '734.5', 'Tue, 09 Oct 2012 13:09:44', '734785.56406441261')
(432, '62.6', '791.5', '736.3', 'Tue, 09 Oct 2012 13:10:14', '734785.56441193656')
(433, '62.8', '796.8', '738.5', 'Tue, 09 Oct 2012 13:10:44', '734785.56475947064')
(434, '62.8', '800.7', '739.9', 'Tue, 09 Oct 2012 13:11:14', '734785.56510699482')
(435, '62.6', '805.4', '741.8', 'Tue, 09 Oct 2012 13:11:44', '734785.56545450690')
(436, '62.6', '808.9', '743.4', 'Tue, 09 Oct 2012 13:12:14', '734785.56580205227')
(437, '62.6', '812.2', '745.4', 'Tue, 09 Oct 2012 13:12:44', '734785.56614957599')
(438, '62.6', '814.9', '746.7', 'Tue, 09 Oct 2012 13:13:14', '734785.56649711053')
(439, '62.6', '817.5', '748.0', 'Tue, 09 Oct 2012 13:13:44', '734785.56684463308')
(440, '62.4', '820.1', '749.4', 'Tue, 09 Oct 2012 13:14:14', '734785.56719213584')
(441, '62.4', '822.1', '750.9', 'Tue, 09 Oct 2012 13:14:44', '734785.56753965700')
(442, '62.6', '824.3', '752.3', 'Tue, 09 Oct 2012 13:15:14', '734785.56788720354')
(443, '62.4', '825.7', '753.6', 'Tue, 09 Oct 2012 13:15:44', '734785.56823473831')
(444, '62.4', '828.3', '754.9', 'Tue, 09 Oct 2012 13:16:14', '734785.56858226145')
(445, '62.6', '830.3', '756.2', 'Tue, 09 Oct 2012 13:16:44', '734785.56892977434')
(446, '62.4', '832.3', '757.6', 'Tue, 09 Oct 2012 13:17:14', '734785.56927728490')
(447, '62.4', '833.6', '758.2', 'Tue, 09 Oct 2012 13:17:44', '734785.56962480838')
(448, '62.4', '834.9', '760.2', 'Tue, 09 Oct 2012 13:18:14', '734785.56997234270')
(449, '62.4', '836.9', '760.2', 'Tue, 09 Oct 2012 13:18:44', '734785.57031986641')
(450, '62.4', '838.3', '761.6', 'Tue, 09 Oct 2012 13:19:14', '734785.57066736731')
(451, '62.4', '839.6', '762.2', 'Tue, 09 Oct 2012 13:19:44', '734785.57101492491')
(452, '62.4', '840.4', '763.8', 'Tue, 09 Oct 2012 13:20:14', '734785.57136244792')
(453, '62.4', '841.7', '764.4', 'Tue, 09 Oct 2012 13:20:44', '734785.57170997187')
(454, '62.4', '842.4', '765.1', 'Tue, 09 Oct 2012 13:21:14', '734785.57205748337')
(455, '62.4', '843.1', '766.4', 'Tue, 09 Oct 2012 13:21:44', '734785.57240496017')
(456, '62.4', '844.6', '767.1', 'Tue, 09 Oct 2012 13:22:14', '734785.57275251148')
(457, '62.6', '845.9', '768.4', 'Tue, 09 Oct 2012 13:22:44', '734785.57310004102')
(458, '62.6', '846.6', '769.1', 'Tue, 09 Oct 2012 13:23:14', '734785.57344755286')
(459, '62.6', '847.3', '770.4', 'Tue, 09 Oct 2012 13:23:44', '734785.57379508787')
(460, '62.6', '848.1', '771.1', 'Tue, 09 Oct 2012 13:24:14', '734785.57414259401')
(461, '62.8', '848.8', '772.0', 'Tue, 09 Oct 2012 13:24:44', '734785.57449012250')
(462, '62.8', '850.1', '772.6', 'Tue, 09 Oct 2012 13:25:14', '734785.57483742444')
(463, '63.0', '851.4', '774.0', 'Tue, 09 Oct 2012 13:25:44', '734785.57518493757')
(464, '63.0', '852.1', '775.5', 'Tue, 09 Oct 2012 13:26:14', '734785.57553247188')
(465, '63.0', '852.8', '776.2', 'Tue, 09 Oct 2012 13:26:44', '734785.57588000468')
(466, '63.0', '853.0', '776.8', 'Tue, 09 Oct 2012 13:27:14', '734785.57622754225')
(467, '63.0', '853.6', '778.4', 'Tue, 09 Oct 2012 13:27:44', '734785.57657505071')
(468, '63.0', '855.0', '778.8', 'Tue, 09 Oct 2012 13:28:14', '734785.57692256279')
(469, '63.0', '855.0', '779.7', 'Tue, 09 Oct 2012 13:28:44', '734785.57727010874')
(470, '63.0', '856.5', '780.4', 'Tue, 09 Oct 2012 13:29:15', '734785.57761751662')
(471, '63.0', '857.1', '781.7', 'Tue, 09 Oct 2012 13:29:45', '734785.57796505105')
(472, '62.8', '858.5', '781.7', 'Tue, 09 Oct 2012 13:30:15', '734785.57831259794')
(473, '62.8', '859.1', '783.0', 'Tue, 09 Oct 2012 13:30:45', '734785.57866010943')
(474, '62.8', '860.7', '783.9', 'Tue, 09 Oct 2012 13:31:15', '734785.57900764409')
(475, '62.8', '861.3', '784.6', 'Tue, 09 Oct 2012 13:31:45', '734785.57935515733')
(476, '63.0', '864.0', '786.1', 'Tue, 09 Oct 2012 13:32:15', '734785.57970266766')
(477, '62.8', '869.5', '789.4', 'Tue, 09 Oct 2012 13:32:45', '734785.58005020232')
(478, '63.0', '875.4', '792.1', 'Tue, 09 Oct 2012 13:33:15', '734785.58039773756')
(479, '63.0', '882.2', '795.6', 'Tue, 09 Oct 2012 13:33:45', '734785.58074528375')
(480, '63.0', '887.5', '799.6', 'Tue, 09 Oct 2012 13:34:15', '734785.58109279536')
(481, '63.3', '892.4', '801.8', 'Tue, 09 Oct 2012 13:34:45', '734785.58144000696')
(482, '63.3', '896.3', '805.1', 'Tue, 09 Oct 2012 13:35:15', '734785.58178748272')
(483, '63.3', '900.5', '808.0', 'Tue, 09 Oct 2012 13:35:45', '734785.58213501796')
(484, '63.3', '904.5', '810.6', 'Tue, 09 Oct 2012 13:36:15', '734785.58248255251')
(485, '63.3', '907.8', '812.6', 'Tue, 09 Oct 2012 13:36:45', '734785.58283007646')
(486, '63.5', '911.1', '815.9', 'Tue, 09 Oct 2012 13:37:15', '734785.58317758737')
(487, '63.5', '914.6', '818.8', 'Tue, 09 Oct 2012 13:37:45', '734785.58352512307')
(488, '63.5', '917.2', '821.4', 'Tue, 09 Oct 2012 13:38:15', '734785.58387265739')
(489, '63.5', '919.4', '823.4', 'Tue, 09 Oct 2012 13:38:45', '734785.58422016911')
(490, '63.5', '921.4', '826.1', 'Tue, 09 Oct 2012 13:39:15', '734785.58456769295')
(491, '63.5', '923.4', '828.9', 'Tue, 09 Oct 2012 13:39:45', '734785.58491522726')
(492, '63.5', '925.4', '830.2', 'Tue, 09 Oct 2012 13:40:15', '734785.58526271535')
(493, '63.5', '926.7', '832.9', 'Tue, 09 Oct 2012 13:40:45', '734785.58561025013')
(494, '63.5', '929.3', '834.2', 'Tue, 09 Oct 2012 13:41:15', '734785.58595791413')
(495, '63.5', '931.9', '835.5', 'Tue, 09 Oct 2012 13:41:45', '734785.58630531863')
(496, '63.5', '932.7', '837.5', 'Tue, 09 Oct 2012 13:42:15', '734785.58665277285')
(497, '63.7', '934.1', '838.8', 'Tue, 09 Oct 2012 13:42:45', '734785.58700030763')
(498, '63.7', '936.0', '841.7', 'Tue, 09 Oct 2012 13:43:15', '734785.58734781982')
(499, '63.7', '936.7', '843.0', 'Tue, 09 Oct 2012 13:43:45', '734785.58769534214')
(500, '63.7', '938.7', '845.0', 'Tue, 09 Oct 2012 13:44:15', '734785.58804286621')
(501, '63.7', '940.0', '846.3', 'Tue, 09 Oct 2012 13:44:45', '734785.58839037793')
(502, '63.7', '943.3', '848.3', 'Tue, 09 Oct 2012 13:45:15', '734785.58873792400')
(503, '63.7', '944.6', '850.3', 'Tue, 09 Oct 2012 13:45:45', '734785.58908543584')
(504, '63.7', '946.0', '851.6', 'Tue, 09 Oct 2012 13:46:15', '734785.58943295851')
(505, '63.7', '947.3', '853.6', 'Tue, 09 Oct 2012 13:46:45', '734785.58978048235')
(506, '64.0', '949.1', '854.3', 'Tue, 09 Oct 2012 13:47:15', '734785.59012799407')
(507, '64.0', '949.3', '856.3', 'Tue, 09 Oct 2012 13:47:45', '734785.59047552885')
(508, '64.0', '951.3', '857.6', 'Tue, 09 Oct 2012 13:48:15', '734785.59082306374')
(509, '64.2', '952.6', '858.9', 'Tue, 09 Oct 2012 13:48:45', '734785.59117057477')
(510, '64.2', '953.2', '859.5', 'Tue, 09 Oct 2012 13:49:16', '734785.59151808743')
(511, '64.2', '954.6', '861.5', 'Tue, 09 Oct 2012 13:49:46', '734785.59186562174')
(512, '64.4', '955.2', '862.9', 'Tue, 09 Oct 2012 13:50:16', '734785.59221302951')
(513, '64.2', '956.6', '864.8', 'Tue, 09 Oct 2012 13:50:46', '734785.59256055264')
(514, '64.4', '956.6', '866.0', 'Tue, 09 Oct 2012 13:51:16', '734785.59290807531')
(515, '64.4', '957.9', '866.6', 'Tue, 09 Oct 2012 13:51:46', '734785.59325561090')
(516, '64.4', '959.2', '868.8', 'Tue, 09 Oct 2012 13:52:16', '734785.59360313287')
(517, '64.4', '960.5', '869.9', 'Tue, 09 Oct 2012 13:52:46', '734785.59395065717')
(518, '64.4', '961.2', '870.6', 'Tue, 09 Oct 2012 13:53:16', '734785.59429816902')
(519, '64.6', '962.5', '872.6', 'Tue, 09 Oct 2012 13:53:46', '734785.59464570368')
(520, '64.6', '963.2', '873.2', 'Tue, 09 Oct 2012 13:54:16', '734785.59499323857')
(521, '64.8', '963.6', '874.5', 'Tue, 09 Oct 2012 13:54:46', '734785.59534076182')
(522, '64.8', '964.9', '876.5', 'Tue, 09 Oct 2012 13:55:16', '734785.59568829671')
(523, '64.8', '965.6', '877.2', 'Tue, 09 Oct 2012 13:55:46', '734785.59603580728')
(524, '65.1', '966.3', '878.5', 'Tue, 09 Oct 2012 13:56:16', '734785.59638334252')
(525, '65.1', '968.2', '879.6', 'Tue, 09 Oct 2012 13:56:46', '734785.59673085471')
(526, '65.3', '969.6', '881.0', 'Tue, 09 Oct 2012 13:57:16', '734785.59707838949')
(527, '65.3', '970.9', '882.3', 'Tue, 09 Oct 2012 13:57:46', '734785.59742588934')
(528, '65.5', '971.5', '883.6', 'Tue, 09 Oct 2012 13:58:16', '734785.59777341271')
(529, '65.5', '972.2', '884.9', 'Tue, 09 Oct 2012 13:58:46', '734785.59812092420')
(530, '65.5', '973.5', '886.9', 'Tue, 09 Oct 2012 13:59:16', '734785.59846847132')
(531, '65.5', '974.2', '887.6', 'Tue, 09 Oct 2012 13:59:46', '734785.59881599434')
(532, '65.8', '975.5', '889.6', 'Tue, 09 Oct 2012 14:00:16', '734785.59916349442')
(533, '65.8', '976.2', '890.2', 'Tue, 09 Oct 2012 14:00:46', '734785.59951105050')
(534, '65.8', '976.8', '890.9', 'Tue, 09 Oct 2012 14:01:16', '734785.59985859925')
(535, '65.8', '976.8', '892.9', 'Tue, 09 Oct 2012 14:01:46', '734785.60020610911')
(536, '66.0', '978.6', '894.2', 'Tue, 09 Oct 2012 14:02:16', '734785.60055363190')
(537, '66.0', '979.5', '894.8', 'Tue, 09 Oct 2012 14:02:46', '734785.60090113280')
(538, '66.0', '980.8', '896.8', 'Tue, 09 Oct 2012 14:03:16', '734785.60124865756')
(539, '66.0', '982.1', '898.1', 'Tue, 09 Oct 2012 14:03:46', '734785.60159621364')
(540, '66.0', '983.4', '899.5', 'Tue, 09 Oct 2012 14:04:16', '734785.60194373736')
(541, '66.0', '984.3', '900.8', 'Tue, 09 Oct 2012 14:04:46', '734785.60229105363')
(542, '66.0', '985.6', '901.7', 'Tue, 09 Oct 2012 14:05:16', '734785.60263857606')
(543, '66.2', '986.9', '903.0', 'Tue, 09 Oct 2012 14:05:46', '734785.60298607568')
(544, '66.2', '987.8', '904.3', 'Tue, 09 Oct 2012 14:06:16', '734785.60333360091')
(545, '66.2', '989.1', '906.3', 'Tue, 09 Oct 2012 14:06:46', '734785.60368111159')
(546, '66.2', '990.9', '907.2', 'Tue, 09 Oct 2012 14:07:16', '734785.60402865801')
(547, '66.2', '992.2', '909.1', 'Tue, 09 Oct 2012 14:07:46', '734785.60437619220')
(548, '66.2', '993.7', '910.0', 'Tue, 09 Oct 2012 14:08:16', '734785.60472371569')
(549, '66.2', '994.6', '912.0', 'Tue, 09 Oct 2012 14:08:47', '734785.60507116932')
(550, '66.2', '995.9', '912.6', 'Tue, 09 Oct 2012 14:09:17', '734785.60541872785')
(551, '66.2', '996.8', '914.2', 'Tue, 09 Oct 2012 14:09:47', '734785.60576622747')
(552, '66.2', '997.4', '914.8', 'Tue, 09 Oct 2012 14:10:17', '734785.60611375084')
