Log Date and Time Sat, 11 Apr 2009 09:18:50
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '570.4', '32.0', 'Fri, 10 Apr 2009 10:21:46', '733507.43178818526')
(609, '32.0', '1630.7', '32.0', 'Fri, 10 Apr 2009 15:26:16', '733507.64324652031')
(610, '32.0', '1632.1', '32.0', 'Fri, 10 Apr 2009 15:26:46', '733507.64359369630')
(611, '32.0', '1635.6', '32.0', 'Fri, 10 Apr 2009 15:27:16', '733507.64394091838')
(612, '32.0', '1637.7', '32.0', 'Fri, 10 Apr 2009 15:27:46', '733507.64428809448')
(613, '32.0', '1639.1', '32.0', 'Fri, 10 Apr 2009 15:28:16', '733507.64463527023')
(614, '32.0', '1641.2', '32.0', 'Fri, 10 Apr 2009 15:28:46', '733507.64498249243')
(615, '32.0', '1642.6', '32.0', 'Fri, 10 Apr 2009 15:29:16', '733507.64532985352')
(616, '32.0', '1645.4', '32.0', 'Fri, 10 Apr 2009 15:29:46', '733507.64567702950')
(617, '32.0', '1648.2', '32.0', 'Fri, 10 Apr 2009 15:30:16', '733507.64602425171')
(618, '32.0', '1649.2', '32.0', 'Fri, 10 Apr 2009 15:30:46', '733507.64637142769')
(619, '32.0', '1652.0', '32.0', 'Fri, 10 Apr 2009 15:31:16', '733507.64671860356')
(620, '32.0', '1655.5', '32.0', 'Fri, 10 Apr 2009 15:31:46', '733507.64706582588')
(621, '32.0', '1657.6', '32.0', 'Fri, 10 Apr 2009 15:32:16', '733507.64741318696')
(622, '32.0', '1659.9', '32.0', 'Fri, 10 Apr 2009 15:32:46', '733507.64776040916')
(623, '32.0', '1660.4', '32.0', 'Fri, 10 Apr 2009 15:33:16', '733507.64810758503')
(624, '32.0', '1663.5', '32.0', 'Fri, 10 Apr 2009 15:33:46', '733507.64845476102')
(625, '32.0', '1665.6', '32.0', 'Fri, 10 Apr 2009 15:34:16', '733507.64880198333')
(626, '32.0', '1666.3', '32.0', 'Fri, 10 Apr 2009 15:34:46', '733507.64914915920')
(627, '32.0', '1668.4', '32.0', 'Fri, 10 Apr 2009 15:35:16', '733507.64949652029')
(628, '32.0', '1671.2', '32.0', 'Fri, 10 Apr 2009 15:35:46', '733507.64984374261')
(629, '32.0', '1673.3', '32.0', 'Fri, 10 Apr 2009 15:36:16', '733507.65019091859')
(630, '32.0', '1675.5', '32.0', 'Fri, 10 Apr 2009 15:36:46', '733507.65053814068')
(631, '32.0', '1678.5', '32.0', 'Fri, 10 Apr 2009 15:37:16', '733507.65088531654')
(632, '32.0', '1680.6', '32.0', 'Fri, 10 Apr 2009 15:37:46', '733507.65123249253')
(633, '32.0', '1682.1', '32.0', 'Fri, 10 Apr 2009 15:38:16', '733507.65157989995')
(634, '32.0', '1683.5', '32.0', 'Fri, 10 Apr 2009 15:38:46', '733507.65192707593')
(635, '32.0', '1686.3', '32.0', 'Fri, 10 Apr 2009 15:39:16', '733507.65227425180')
(636, '32.0', '1688.4', '32.0', 'Fri, 10 Apr 2009 15:39:46', '733507.65262147400')
(637, '32.0', '1690.5', '32.0', 'Fri, 10 Apr 2009 15:40:16', '733507.65296865010')
(638, '32.0', '1692.9', '32.0', 'Fri, 10 Apr 2009 15:40:46', '733507.65331582620')
(639, '32.0', '1694.3', '32.0', 'Fri, 10 Apr 2009 15:41:16', '733507.65366304817')
(640, '32.0', '1695.7', '32.0', 'Fri, 10 Apr 2009 15:41:46', '733507.65401040891')
(641, '32.0', '1698.5', '32.0', 'Fri, 10 Apr 2009 15:42:16', '733507.65435758512')
(642, '32.0', '1701.4', '32.0', 'Fri, 10 Apr 2009 15:42:46', '733507.65470480756')
(643, '32.0', '1702.3', '32.0', 'Fri, 10 Apr 2009 15:43:16', '733507.65505198319')
(644, '32.0', '1703.8', '32.0', 'Fri, 10 Apr 2009 15:43:46', '733507.65539915930')
(645, '32.0', '1704.9', '32.0', 'Fri, 10 Apr 2009 15:44:16', '733507.65574638138')
(646, '32.0', '1708.7', '32.0', 'Fri, 10 Apr 2009 15:44:46', '733507.65609374305')
(647, '32.0', '1708.7', '32.0', 'Fri, 10 Apr 2009 15:45:16', '733507.65644091868')
(648, '32.0', '1712.3', '32.0', 'Fri, 10 Apr 2009 15:45:46', '733507.65678814088')
(649, '32.0', '1713.7', '32.0', 'Fri, 10 Apr 2009 15:46:16', '733507.65713531664')
(650, '32.0', '1715.1', '32.0', 'Fri, 10 Apr 2009 15:46:46', '733507.65748249262')
(651, '32.0', '1716.7', '32.0', 'Fri, 10 Apr 2009 15:47:16', '733507.65782971482')
(652, '32.0', '1720.3', '32.0', 'Fri, 10 Apr 2009 15:47:46', '733507.65817707591')
(653, '32.0', '1722.4', '32.0', 'Fri, 10 Apr 2009 15:48:16', '733507.65852429799')
(654, '32.0', '1723.8', '32.0', 'Fri, 10 Apr 2009 15:48:46', '733507.65887147398')
(655, '32.0', '1724.6', '32.0', 'Fri, 10 Apr 2009 15:49:16', '733507.65921865008')
(656, '32.0', '1728.1', '32.0', 'Fri, 10 Apr 2009 15:49:46', '733507.65956587205')
(657, '32.0', '1730.2', '32.0', 'Fri, 10 Apr 2009 15:50:16', '733507.65991304803')
(658, '32.0', '1733.3', '32.0', 'Fri, 10 Apr 2009 15:50:46', '733507.66026040923')
(659, '32.0', '1733.3', '32.0', 'Fri, 10 Apr 2009 15:51:16', '733507.66060763143')
(660, '32.0', '1736.2', '32.0', 'Fri, 10 Apr 2009 15:51:46', '733507.66095480754')
(661, '32.0', '1739.0', '32.0', 'Fri, 10 Apr 2009 15:52:16', '733507.66130202962')
(662, '32.0', '1739.0', '32.0', 'Fri, 10 Apr 2009 15:52:46', '733507.66164920549')
(663, '32.0', '1739.9', '32.0', 'Fri, 10 Apr 2009 15:53:16', '733507.66199638136')
(664, '32.0', '1742.8', '32.0', 'Fri, 10 Apr 2009 15:53:46', '733507.66234360379')
(665, '32.0', '1744.9', '32.0', 'Fri, 10 Apr 2009 15:54:16', '733507.66269096429')
(666, '32.0', '1747.8', '32.0', 'Fri, 10 Apr 2009 15:54:46', '733507.66303814074')
(667, '32.0', '1749.9', '32.0', 'Fri, 10 Apr 2009 15:55:16', '733507.66338536283')
(668, '32.0', '1750.9', '32.0', 'Fri, 10 Apr 2009 15:55:46', '733507.66373253905')
(669, '32.0', '1753.7', '32.0', 'Fri, 10 Apr 2009 15:56:16', '733507.66407971492')
(670, '32.0', '1755.9', '32.0', 'Fri, 10 Apr 2009 15:56:46', '733507.66442693712')
(671, '32.0', '1755.9', '32.0', 'Fri, 10 Apr 2009 15:57:16', '733507.66477429809')
(672, '32.0', '1760.9', '32.0', 'Fri, 10 Apr 2009 15:57:46', '733507.66512147454')
(673, '32.0', '1759.4', '32.0', 'Fri, 10 Apr 2009 15:58:16', '733507.66546869639')
(674, '32.0', '1760.9', '32.0', 'Fri, 10 Apr 2009 15:58:46', '733507.66581587237')
(675, '32.0', '1762.5', '32.0', 'Fri, 10 Apr 2009 15:59:16', '733507.66616309434')
(676, '32.0', '1764.7', '32.0', 'Fri, 10 Apr 2009 15:59:46', '733507.66651027044')
(677, '32.0', '1768.2', '32.0', 'Fri, 10 Apr 2009 16:00:16', '733507.66685763164')
(678, '32.0', '1771.1', '32.0', 'Fri, 10 Apr 2009 16:00:46', '733507.66720485373')
(679, '32.0', '1772.5', '32.0', 'Fri, 10 Apr 2009 16:01:16', '733507.66755202983')
(680, '32.0', '1771.8', '32.0', 'Fri, 10 Apr 2009 16:01:46', '733507.66789920558')
(681, '32.0', '1774.9', '32.0', 'Fri, 10 Apr 2009 16:02:16', '733507.66824642790')
(682, '32.0', '1776.4', '32.0', 'Fri, 10 Apr 2009 16:02:46', '733507.66859360377')
(683, '32.0', '1780.6', '32.0', 'Fri, 10 Apr 2009 16:03:16', '733507.66894096474')
(684, '32.0', '1779.2', '32.0', 'Fri, 10 Apr 2009 16:03:46', '733507.66928818694')
(685, '32.0', '1782.1', '32.0', 'Fri, 10 Apr 2009 16:04:16', '733507.66963536304')
(686, '32.0', '1783.0', '32.0', 'Fri, 10 Apr 2009 16:04:46', '733507.66998253891')
(687, '32.0', '1785.2', '32.0', 'Fri, 10 Apr 2009 16:05:16', '733507.67032976099')
(688, '32.0', '1788.0', '32.0', 'Fri, 10 Apr 2009 16:05:46', '733507.67067693744')
(689, '32.0', '1791.6', '32.0', 'Fri, 10 Apr 2009 16:06:16', '733507.67102429806')
(690, '32.0', '1791.6', '32.0', 'Fri, 10 Apr 2009 16:06:46', '733507.67137152038')
(691, '32.0', '1792.6', '32.0', 'Fri, 10 Apr 2009 16:07:16', '733507.67171869637')
(692, '32.0', '1797.4', '32.0', 'Fri, 10 Apr 2009 16:07:46', '733507.67206591868')
(693, '32.0', '1798.3', '32.0', 'Fri, 10 Apr 2009 16:08:16', '733507.67241309455')
(694, '32.0', '1798.3', '32.0', 'Fri, 10 Apr 2009 16:08:46', '733507.67276027054')
(695, '32.0', '1802.6', '32.0', 'Fri, 10 Apr 2009 16:09:16', '733507.67310749262')
(696, '32.0', '1801.9', '32.0', 'Fri, 10 Apr 2009 16:09:46', '733507.67345485371')
(697, '32.0', '1803.6', '32.0', 'Fri, 10 Apr 2009 16:10:16', '733507.67380202957')
(698, '32.0', '1808.6', '32.0', 'Fri, 10 Apr 2009 16:10:46', '733507.67414925154')
(699, '32.0', '1807.2', '32.0', 'Fri, 10 Apr 2009 16:11:16', '733507.67449642788')
(700, '32.0', '1812.2', '32.0', 'Fri, 10 Apr 2009 16:11:46', '733507.67484365031')
(701, '32.0', '1810.8', '32.0', 'Fri, 10 Apr 2009 16:12:16', '733507.67519082630')
(702, '32.0', '1812.2', '32.0', 'Fri, 10 Apr 2009 16:12:46', '733507.67553818738')
(703, '32.0', '1816.1', '32.0', 'Fri, 10 Apr 2009 16:13:16', '733507.67588540958')
(704, '32.0', '1818.2', '32.0', 'Fri, 10 Apr 2009 16:13:46', '733507.67623258545')
(705, '32.0', '1821.1', '32.0', 'Fri, 10 Apr 2009 16:14:16', '733507.67657976132')
(706, '32.0', '1821.8', '32.0', 'Fri, 10 Apr 2009 16:14:46', '733507.67692698364')
(707, '32.0', '1824.7', '32.0', 'Fri, 10 Apr 2009 16:15:16', '733507.67727415939')
(708, '32.0', '1823.3', '32.0', 'Fri, 10 Apr 2009 16:15:46', '733507.67762152047')
(709, '32.0', '1824.2', '32.0', 'Fri, 10 Apr 2009 16:16:16', '733507.67796874268')
(710, '32.0', '1827.1', '32.0', 'Fri, 10 Apr 2009 16:16:46', '733507.67831591854')
(711, '32.0', '1829.3', '32.0', 'Fri, 10 Apr 2009 16:17:16', '733507.67866309453')
(712, '32.0', '1832.9', '32.0', 'Fri, 10 Apr 2009 16:17:46', '733507.67901031673')
(713, '32.0', '1832.1', '32.0', 'Fri, 10 Apr 2009 16:18:16', '733507.67935749260')
(714, '32.0', '1837.2', '32.0', 'Fri, 10 Apr 2009 16:18:46', '733507.67970485368')
(715, '32.0', '1835.3', '32.0', 'Fri, 10 Apr 2009 16:19:16', '733507.68005207588')
(716, '32.0', '1839.6', '32.0', 'Fri, 10 Apr 2009 16:19:46', '733507.68039925187')
(717, '32.0', '1838.9', '32.0', 'Fri, 10 Apr 2009 16:20:16', '733507.68074642774')
(718, '32.0', '1840.3', '32.0', 'Fri, 10 Apr 2009 16:20:46', '733507.68109364994')
(719, '32.0', '1844.7', '32.0', 'Fri, 10 Apr 2009 16:21:16', '733507.68144082592')
(720, '32.0', '1846.8', '32.0', 'Fri, 10 Apr 2009 16:21:46', '733507.68178818689')
(721, '32.0', '1844.9', '32.0', 'Fri, 10 Apr 2009 16:22:16', '733507.68213540921')
(722, '32.0', '1847.8', '32.0', 'Fri, 10 Apr 2009 16:22:46', '733507.68248258531')
(723, '32.0', '1852.1', '32.0', 'Fri, 10 Apr 2009 16:23:16', '733507.68282976164')
(724, '32.0', '1849.9', '32.0', 'Fri, 10 Apr 2009 16:23:46', '733507.68317700946')
(725, '32.0', '1852.1', '32.0', 'Fri, 10 Apr 2009 16:24:16', '733507.68352415913')
(726, '32.0', '1856.5', '32.0', 'Fri, 10 Apr 2009 16:24:46', '733507.68387138133')
(727, '32.0', '1855.3', '32.0', 'Fri, 10 Apr 2009 16:25:16', '733507.68421874242')
(728, '32.0', '1856.5', '32.0', 'Fri, 10 Apr 2009 16:25:46', '733507.68456591840')
(729, '32.0', '1858.2', '32.0', 'Fri, 10 Apr 2009 16:26:16', '733507.68491314061')
(730, '32.0', '1864.0', '32.0', 'Fri, 10 Apr 2009 16:26:46', '733507.68526031659')
(731, '32.0', '1864.7', '32.0', 'Fri, 10 Apr 2009 16:27:16', '733507.68560749223')
(732, '32.0', '1863.5', '32.0', 'Fri, 10 Apr 2009 16:27:46', '733507.68595471454')
(733, '32.0', '1864.2', '32.0', 'Fri, 10 Apr 2009 16:28:16', '733507.68630207586')
(734, '32.0', '1870.0', '32.0', 'Fri, 10 Apr 2009 16:28:46', '733507.68664929806')
(735, '32.0', '1871.4', '32.0', 'Fri, 10 Apr 2009 16:29:16', '733507.68699647335')
(736, '32.0', '1870.7', '32.0', 'Fri, 10 Apr 2009 16:29:46', '733507.68734364980')
(737, '32.0', '1871.4', '32.0', 'Fri, 10 Apr 2009 16:30:16', '733507.68769087212')
(738, '32.0', '1877.5', '32.0', 'Fri, 10 Apr 2009 16:30:46', '733507.68803804799')
(739, '32.0', '1878.2', '32.0', 'Fri, 10 Apr 2009 16:31:16', '733507.68838540919')
(740, '32.0', '1876.8', '32.0', 'Fri, 10 Apr 2009 16:31:46', '733507.68873263139')
(741, '32.0', '1881.1', '32.0', 'Fri, 10 Apr 2009 16:32:16', '733507.68907980737')
(742, '32.0', '1879.9', '32.0', 'Fri, 10 Apr 2009 16:32:46', '733507.68942698324')
(743, '32.0', '1885.5', '32.0', 'Fri, 10 Apr 2009 16:33:16', '733507.68977420556')
(744, '32.0', '1885.7', '32.0', 'Fri, 10 Apr 2009 16:33:46', '733507.69012138143')
(745, '32.0', '1888.6', '32.0', 'Fri, 10 Apr 2009 16:34:16', '733507.69046874251')
(746, '32.0', '1888.6', '32.0', 'Fri, 10 Apr 2009 16:34:46', '733507.69081596471')
(747, '32.0', '1891.5', '32.0', 'Fri, 10 Apr 2009 16:35:16', '733507.69116314058')
(748, '32.0', '1890.8', '32.0', 'Fri, 10 Apr 2009 16:35:46', '733507.69151031657')
(749, '32.0', '1890.1', '32.0', 'Fri, 10 Apr 2009 16:36:16', '733507.69185790920')
(750, '32.0', '1892.5', '32.0', 'Fri, 10 Apr 2009 16:36:46', '733507.69220508507')
(751, '32.0', '1897.6', '32.0', 'Fri, 10 Apr 2009 16:37:16', '733507.69255226094')
(752, '32.0', '1896.2', '32.0', 'Fri, 10 Apr 2009 16:37:46', '733507.69289948314')
(753, '32.0', '1897.1', '32.0', 'Fri, 10 Apr 2009 16:38:16', '733507.69324665912')
(754, '32.0', '1900.0', '32.0', 'Fri, 10 Apr 2009 16:38:46', '733507.69359383511')
(755, '32.0', '1901.5', '32.0', 'Fri, 10 Apr 2009 16:39:16', '733507.69394124241')
(756, '32.0', '1876.0', '32.0', 'Fri, 10 Apr 2009 16:39:46', '733507.69428841840')
(757, '32.0', '1857.9', '32.0', 'Fri, 10 Apr 2009 16:40:16', '733507.69463564083')
(758, '32.0', '1846.3', '32.0', 'Fri, 10 Apr 2009 16:40:46', '733507.69498281693')
(759, '32.0', '1836.4', '32.0', 'Fri, 10 Apr 2009 16:41:16', '733507.69533003890')
(760, '32.0', '1827.8', '32.0', 'Fri, 10 Apr 2009 16:41:46', '733507.69567721477')
(761, '32.0', '1820.6', '32.0', 'Fri, 10 Apr 2009 16:42:16', '733507.69602457597')
(762, '32.0', '1813.4', '32.0', 'Fri, 10 Apr 2009 16:42:46', '733507.69637179817')
(763, '32.0', '1806.9', '32.0', 'Fri, 10 Apr 2009 16:43:16', '733507.69671897404')
(764, '32.0', '1801.1', '32.0', 'Fri, 10 Apr 2009 16:43:46', '733507.69706615002')
(765, '32.0', '1795.4', '32.0', 'Fri, 10 Apr 2009 16:44:16', '733507.69741337234')
(766, '32.0', '1789.9', '32.0', 'Fri, 10 Apr 2009 16:44:46', '733507.69776054833')
(767, '32.0', '1784.9', '32.0', 'Fri, 10 Apr 2009 16:45:16', '733507.69810790929')
(768, '32.0', '1779.8', '32.0', 'Fri, 10 Apr 2009 16:45:46', '733507.69845513150')
(769, '32.0', '1774.8', '32.0', 'Fri, 10 Apr 2009 16:46:16', '733507.69880230748')
(770, '32.0', '1769.8', '32.0', 'Fri, 10 Apr 2009 16:46:46', '733507.69914948347')
(771, '32.0', '1764.1', '32.0', 'Fri, 10 Apr 2009 16:47:16', '733507.69949670590')
(772, '32.0', '1760.1', '32.0', 'Fri, 10 Apr 2009 16:47:46', '733507.69984388165')
(773, '32.0', '1755.8', '32.0', 'Fri, 10 Apr 2009 16:48:16', '733507.70019124274')
(774, '32.0', '1750.8', '32.0', 'Fri, 10 Apr 2009 16:48:46', '733507.70053846494')
(775, '32.0', '1747.2', '32.0', 'Fri, 10 Apr 2009 16:49:16', '733507.70088564092')
(776, '32.0', '1742.2', '32.0', 'Fri, 10 Apr 2009 16:49:46', '733507.70123281702')
(777, '32.0', '1738.0', '32.0', 'Fri, 10 Apr 2009 16:50:16', '733507.70158003911')
(778, '32.0', '1734.6', '32.0', 'Fri, 10 Apr 2009 16:50:46', '733507.70192721486')
(779, '32.0', '1743.2', '32.0', 'Fri, 10 Apr 2009 16:51:16', '733507.70227443718')
(780, '32.0', '1763.2', '32.0', 'Fri, 10 Apr 2009 16:51:46', '733507.70262179838')
(781, '32.0', '1778.9', '32.0', 'Fri, 10 Apr 2009 16:52:16', '733507.70296897436')
(782, '32.0', '1788.9', '32.0', 'Fri, 10 Apr 2009 16:52:46', '733507.70331619657')
(783, '32.0', '1793.2', '32.0', 'Fri, 10 Apr 2009 16:53:16', '733507.70366337232')
(784, '32.0', '1803.3', '32.0', 'Fri, 10 Apr 2009 16:53:46', '733507.70401054842')
(785, '32.0', '1805.7', '32.0', 'Fri, 10 Apr 2009 16:54:16', '733507.70435777004')
(786, '32.0', '1812.9', '32.0', 'Fri, 10 Apr 2009 16:54:46', '733507.70470513171')
(787, '32.0', '1815.0', '32.0', 'Fri, 10 Apr 2009 16:55:16', '733507.70505235379')
(788, '32.0', '1822.9', '32.0', 'Fri, 10 Apr 2009 16:55:46', '733507.70539952978')
(789, '32.0', '1824.4', '32.0', 'Fri, 10 Apr 2009 16:56:16', '733507.70574670564')
(790, '32.0', '1828.0', '32.0', 'Fri, 10 Apr 2009 16:56:46', '733507.70609392796')
(791, '32.0', '1832.3', '32.0', 'Fri, 10 Apr 2009 16:57:16', '733507.70644110395')
(792, '32.0', '1836.6', '32.0', 'Fri, 10 Apr 2009 16:57:46', '733507.70678883546')
(793, '32.0', '1836.2', '32.0', 'Fri, 10 Apr 2009 16:58:16', '733507.70713605755')
(794, '32.0', '1842.7', '32.0', 'Fri, 10 Apr 2009 16:58:46', '733507.70748323365')
(795, '32.0', '1845.5', '32.0', 'Fri, 10 Apr 2009 16:59:16', '733507.70783040940')
(796, '32.0', '1849.2', '32.0', 'Fri, 10 Apr 2009 16:59:46', '733507.70817763172')
(797, '32.0', '1850.6', '32.0', 'Fri, 10 Apr 2009 17:00:16', '733507.70852499269')
(798, '32.0', '1855.0', '32.0', 'Fri, 10 Apr 2009 17:00:46', '733507.70887216867')
(799, '32.0', '1857.1', '32.0', 'Fri, 10 Apr 2009 17:01:16', '733507.70921939099')
(800, '32.0', '1857.1', '32.0', 'Fri, 10 Apr 2009 17:01:46', '733507.70956656686')
(801, '32.0', '1859.5', '32.0', 'Fri, 10 Apr 2009 17:02:16', '733507.70991374284')
(802, '32.0', '1862.2', '32.0', 'Fri, 10 Apr 2009 17:02:46', '733507.71026096505')
(803, '32.0', '1863.9', '32.0', 'Fri, 10 Apr 2009 17:03:16', '733507.71060832613')
(804, '32.0', '1867.3', '32.0', 'Fri, 10 Apr 2009 17:03:46', '733507.71095554845')
(805, '32.0', '1869.0', '32.0', 'Fri, 10 Apr 2009 17:04:16', '733507.71130272420')
(806, '32.0', '1871.2', '32.0', 'Fri, 10 Apr 2009 17:04:46', '733507.71164990019')
(807, '32.0', '1877.0', '32.0', 'Fri, 10 Apr 2009 17:05:16', '733507.71199712239')
(808, '32.0', '1875.5', '32.0', 'Fri, 10 Apr 2009 17:05:46', '733507.71234429826')
(809, '32.0', '1880.6', '32.0', 'Fri, 10 Apr 2009 17:06:16', '733507.71269165946')
(810, '32.0', '1879.1', '32.0', 'Fri, 10 Apr 2009 17:06:46', '733507.71303888177')
(811, '32.0', '1884.2', '32.0', 'Fri, 10 Apr 2009 17:07:16', '733507.71338605753')
(812, '32.0', '1887.4', '32.0', 'Fri, 10 Apr 2009 17:07:46', '733507.71373323363')
(813, '32.0', '1887.9', '32.0', 'Fri, 10 Apr 2009 17:08:16', '733507.71408045571')
(814, '32.0', '1887.1', '32.0', 'Fri, 10 Apr 2009 17:08:46', '733507.71442763170')
(815, '32.0', '1891.5', '32.0', 'Fri, 10 Apr 2009 17:09:16', '733507.71477503900')
(816, '32.0', '1891.7', '32.0', 'Fri, 10 Apr 2009 17:09:46', '733507.71512221557')
(817, '32.0', '1894.6', '32.0', 'Fri, 10 Apr 2009 17:10:16', '733507.71546939074')
(818, '32.0', '1896.8', '32.0', 'Fri, 10 Apr 2009 17:10:46', '733507.71581661305')
(819, '32.0', '1898.3', '32.0', 'Fri, 10 Apr 2009 17:11:16', '733507.71616379882')
(820, '32.0', '1899.0', '32.0', 'Fri, 10 Apr 2009 17:11:46', '733507.71651096467')
(821, '32.0', '1903.4', '32.0', 'Fri, 10 Apr 2009 17:12:16', '733507.71685818722')
(822, '32.0', '1906.3', '32.0', 'Fri, 10 Apr 2009 17:12:46', '733507.71720554843')
(823, '32.0', '1906.3', '32.0', 'Fri, 10 Apr 2009 17:13:16', '733507.71755272953')
(824, '32.0', '1907.8', '32.0', 'Fri, 10 Apr 2009 17:13:46', '733507.71789995360')
(825, '32.0', '1908.0', '32.0', 'Fri, 10 Apr 2009 17:14:16', '733507.71824712236')
(826, '32.0', '1913.6', '32.0', 'Fri, 10 Apr 2009 17:14:46', '733507.71859429835')
(827, '32.0', '1913.9', '32.0', 'Fri, 10 Apr 2009 17:15:16', '733507.71894152043')
(828, '32.0', '1913.1', '32.0', 'Fri, 10 Apr 2009 17:15:46', '733507.71928888408')
(829, '32.0', '1916.8', '32.0', 'Fri, 10 Apr 2009 17:16:16', '733507.71963610826')
(830, '32.0', '1920.5', '32.0', 'Fri, 10 Apr 2009 17:16:46', '733507.71998327982')
(831, '32.0', '1919.7', '32.0', 'Fri, 10 Apr 2009 17:17:16', '733507.72033045557')
(832, '32.0', '1921.2', '32.0', 'Fri, 10 Apr 2009 17:17:46', '733507.72067767801')
(833, '32.0', '1925.8', '32.0', 'Fri, 10 Apr 2009 17:18:16', '733507.72102485399')
(834, '32.0', '1922.9', '32.0', 'Fri, 10 Apr 2009 17:18:46', '733507.72137221519')
(835, '32.0', '1928.7', '32.0', 'Fri, 10 Apr 2009 17:19:16', '733507.72171943716')
(836, '32.0', '1925.8', '32.0', 'Fri, 10 Apr 2009 17:19:46', '733507.72206661315')
(837, '32.0', '1930.9', '32.0', 'Fri, 10 Apr 2009 17:20:16', '733507.72241378913')
(838, '32.0', '1930.2', '32.0', 'Fri, 10 Apr 2009 17:20:46', '733507.72276101122')
(839, '32.0', '1934.8', '32.0', 'Fri, 10 Apr 2009 17:21:16', '733507.72310818720')
(840, '32.0', '1935.3', '32.0', 'Fri, 10 Apr 2009 17:21:46', '733507.72345554829')
(841, '32.0', '1938.5', '32.0', 'Fri, 10 Apr 2009 17:22:16', '733507.72380277037')
(842, '32.0', '1939.2', '32.0', 'Fri, 10 Apr 2009 17:22:46', '733507.72414994647')
(843, '32.0', '1940.7', '32.0', 'Fri, 10 Apr 2009 17:23:16', '733507.72449712222')
(844, '32.0', '1943.6', '32.0', 'Fri, 10 Apr 2009 17:23:46', '733507.72484434443')
(845, '32.0', '1944.4', '32.0', 'Fri, 10 Apr 2009 17:24:16', '733507.72519152064')
(846, '32.0', '1944.4', '32.0', 'Fri, 10 Apr 2009 17:24:46', '733507.72553888173')
(847, '32.0', '1947.3', '32.0', 'Fri, 10 Apr 2009 17:25:16', '733507.72588610393')
(848, '32.0', '1948.8', '32.0', 'Fri, 10 Apr 2009 17:25:46', '733507.72623327991')
(849, '32.0', '1950.3', '32.0', 'Fri, 10 Apr 2009 17:26:16', '733507.72658050200')
(850, '32.0', '1950.3', '32.0', 'Fri, 10 Apr 2009 17:26:46', '733507.72692823294')
(851, '32.0', '1951.2', '32.0', 'Fri, 10 Apr 2009 17:27:16', '733507.72727559472')
(852, '32.0', '1954.2', '32.0', 'Fri, 10 Apr 2009 17:27:46', '733507.72762281704')
(853, '32.0', '1952.7', '32.0', 'Fri, 10 Apr 2009 17:28:16', '733507.72796999291')
(854, '32.0', '1957.1', '32.0', 'Fri, 10 Apr 2009 17:28:46', '733507.72831716854')
(855, '32.0', '1955.6', '32.0', 'Fri, 10 Apr 2009 17:29:16', '733507.72866439109')
(856, '32.0', '1956.4', '32.0', 'Fri, 10 Apr 2009 17:29:46', '733507.72901156696')
(857, '32.0', '1963.0', '32.0', 'Fri, 10 Apr 2009 17:30:16', '733507.72935892816')
(858, '32.0', '1960.3', '32.0', 'Fri, 10 Apr 2009 17:30:46', '733507.72970615048')
(859, '32.0', '1960.8', '32.0', 'Fri, 10 Apr 2009 17:31:16', '733507.73005332658')
(860, '32.0', '1965.5', '32.0', 'Fri, 10 Apr 2009 17:31:46', '733507.73040054855')
(861, '32.0', '1965.5', '32.0', 'Fri, 10 Apr 2009 17:32:16', '733507.73074772453')
(862, '32.0', '1969.1', '32.0', 'Fri, 10 Apr 2009 17:32:46', '733507.73109490052')
(863, '32.0', '1966.9', '32.0', 'Fri, 10 Apr 2009 17:33:16', '733507.73144230968')
(864, '32.0', '1971.4', '32.0', 'Fri, 10 Apr 2009 17:33:46', '733507.73178948381')
(865, '32.0', '1970.9', '32.0', 'Fri, 10 Apr 2009 17:34:16', '733507.73213665979')
(866, '32.0', '1975.8', '32.0', 'Fri, 10 Apr 2009 17:34:46', '733507.73248388211')
(867, '32.0', '1976.8', '32.0', 'Fri, 10 Apr 2009 17:35:16', '733507.73283105786')
(868, '32.0', '1974.5', '32.0', 'Fri, 10 Apr 2009 17:35:46', '733507.73317823384')
(869, '32.0', '1980.4', '32.0', 'Fri, 10 Apr 2009 17:36:16', '733507.73352545605')
(870, '32.0', '1981.9', '32.0', 'Fri, 10 Apr 2009 17:36:46', '733507.73387281736')
(871, '32.0', '1978.2', '32.0', 'Fri, 10 Apr 2009 17:37:16', '733507.73421999335')
(872, '32.0', '1984.4', '32.0', 'Fri, 10 Apr 2009 17:37:46', '733507.73456721473')
(873, '32.0', '1981.2', '32.0', 'Fri, 10 Apr 2009 17:38:16', '733507.73491439060')
(874, '32.0', '1982.9', '32.0', 'Fri, 10 Apr 2009 17:38:46', '733507.73526156705')
(875, '32.0', '1984.4', '32.0', 'Fri, 10 Apr 2009 17:39:16', '733507.73560880998')
(876, '32.0', '1989.6', '32.0', 'Fri, 10 Apr 2009 17:39:46', '733507.73595615011')
(877, '32.0', '1987.4', '32.0', 'Fri, 10 Apr 2009 17:40:16', '733507.73630332598')
(878, '32.0', '1991.0', '32.0', 'Fri, 10 Apr 2009 17:40:46', '733507.73665054818')
(879, '32.0', '1989.8', '32.0', 'Fri, 10 Apr 2009 17:41:16', '733507.73699774640')
(880, '32.0', '1994.3', '32.0', 'Fri, 10 Apr 2009 17:41:46', '733507.73734494613')
